cnpj,gtin,category
75315333008002,00000099140472,CAFÉS E CHÁS
76430438007184,07891999904805,IOGURTES E SOBREMESAS
03720882000905,07891024136409,DENTAL
47508411110687,07896036094914,MASSAS E MOLHOS
06057223035552,07506306244177,DESODORANTES
08540603000198,07891048050651,DOCES E SOBREMESAS
47508411135833,07897173002039,PÃES E BOLOS INDUSTRIALIZADOS
76430438007184,07891999014757,IOGURTES E SOBREMESAS
47508411110687,07896292321182,MASSAS E MOLHOS
75315333009831,07896235800019,DOCES E SOBREMESAS
06057223023112,05894480641595,DOCES E SOBREMESAS
75315333009246,07896036095041,MASSAS E MOLHOS
47508411152681,07895000468652,"BOLOS, BISCOITOS E BOLACHAS"
47508411113945,07891095011605,FARINHAS
39346861029909,05416420401191,REFRIGERANTES
13004510024100,07891118075836,BOMBONIERE
05154589000368,07891000051436,"BOLOS, BISCOITOS E BOLACHAS"
75315333008002,07891018003199,CAFÉS E CHÁS
71322150003266,06890101503708,MASSAS E MOLHOS
47508411113945,07896003703085,"BOLOS, BISCOITOS E BOLACHAS"
39346861029909,07894900700398,REFRIGERANTES
43235985000732,07891024174036,CABELO
76430438007184,07897644708293,BOMBONIERE
05154589000368,07312040214518,DESTILADOS
41185455000378,07898205924312,IOGURTES E SOBREMESAS
00063960023575,07891025103233,IOGURTES E SOBREMESAS
47508411113945,07896931614149,SUCOS E REFRESCOS
41185455000378,07896260700216,"MANTEIGAS, PATÊS E REQUEIJÃO"
47508411137100,07896353301610,"MANTEIGAS, PATÊS E REQUEIJÃO"
71322150001301,07891000109298,"BOLOS, BISCOITOS E BOLACHAS"
03640467002219,07894900051513,REFRIGERANTES
06057223023112,07896205752331,MASSAS E MOLHOS
47508411110687,07898378180829,SUCOS E REFRESCOS
76430438007184,07891000113608,BOMBONIERE
09535928000730,07891991008761,REFRIGERANTES
47508411135833,08412598000478,CERVEJAS
75315333008274,07896340810507,CAFÉS E CHÁS
71322150003266,07896181501671,MASSAS E MOLHOS
41185455000378,07891000252833,IOGURTES E SOBREMESAS
39346861029909,07898922974508,"BOLOS, BISCOITOS E BOLACHAS"
47508411137100,05901234123457,IOGURTES E SOBREMESAS
76430438007184,07891025115380,IOGURTES E SOBREMESAS
01915625001037,07896490400214,REFRIGERANTES
47508411113945,07891050000903,DESTILADOS
71322150001301,07895800201503,BOMBONIERE
47508411135833,07891962052663,"BOLOS, BISCOITOS E BOLACHAS"
41185455000378,07896013103394,LIMPEZA ROUPAS
75315333009831,07891000261002,BEBIDAS LÁCTEAS
47508411135833,07892840267940,"BOLOS, BISCOITOS E BOLACHAS"
71322150004408,07622210755575,"BOLOS, BISCOITOS E BOLACHAS"
39346861029909,01890205870510,REFRIGERANTES
41185455001501,07897664130012,LIMPEZA CASA
03720882000905,07896423497960,BOMBONIERE
08540603000198,07896030518751,"MANTEIGAS, PATÊS E REQUEIJÃO"
41185455000378,05897422849585,LIMPEZA ROUPAS
71322150004408,07891193020400,"BOLOS, BISCOITOS E BOLACHAS"
39346861029909,07891991013000,CERVEJAS
47508411152681,07622010002060,"BOLOS, BISCOITOS E BOLACHAS"
09535928000730,07896022203849,MASSAS E MOLHOS
47508411135833,07894321216621,"BOLOS, BISCOITOS E BOLACHAS"
71322150001301,07896085052163,"BOLOS, BISCOITOS E BOLACHAS"
08540603000198,07891000260623,IOGURTES E SOBREMESAS
47508411152681,07896213000448,"BOLOS, BISCOITOS E BOLACHAS"
47508411110687,07896013105824,LIMPEZA ROUPAS
41185455001501,07898192034551,SUCOS E REFRESCOS
47508411137100,07891025114673,IOGURTES E SOBREMESAS
08540603000198,07896051128069,LEITE
05154589000368,07896085076480,"BOLOS, BISCOITOS E BOLACHAS"
41185455000378,07898736002824,BOMBONIERE
75315333008274,07896224814126,CAFÉS E CHÁS
32860231000676,07891000140307,LEITE
03720882000905,07898952901192,APERITIVOS E SALGADINHOS
47508411135833,07891025113478,IOGURTES E SOBREMESAS
76430438007184,07896003702866,"BOLOS, BISCOITOS E BOLACHAS"
75315333009831,07898954857107,"BOLOS, BISCOITOS E BOLACHAS"
00063960023575,07898230710102,CERVEJAS
32860231000676,07898403780635,IOGURTES E SOBREMESAS
71322150003266,07897395020644,CERVEJAS
75315333008274,07891098010575,CAFÉS E CHÁS
71322150004408,07891050170590,MASSAS E MOLHOS
05154589000368,07896213003388,"BOLOS, BISCOITOS E BOLACHAS"
47508411110687,04898540841568,BOMBONIERE
00063960023575,07101045125468,CABELO
47508411137100,07896224800877,CAFÉS E CHÁS
47508411113945,07896081800348,CAFÉS E CHÁS
71322150001301,07898377661039,CERVEJAS
32860231000676,07891150057814,CABELO
75315333008274,07896116900715,FARINHAS
00063960023575,07898524348523,CABELO
71322150004408,07891203059321,"BOLOS, BISCOITOS E BOLACHAS"
47508411152681,07898943163028,CONSERVAS E ENLATADOS
06057223035552,07896098902714,LIMPEZA ROUPAS
75315333009246,07416102503722,MASSAS E MOLHOS
06057223023112,07898367983615,CERVEJAS
41185455001501,00123456789012,SUCOS E REFRESCOS
41185455000378,07891150050075,CABELO
71322150001301,07898115901489,"BOLOS, BISCOITOS E BOLACHAS"
09379531000101,07896036097120,MASSAS E MOLHOS
47508411113945,00000018950007,APERITIVOS E SALGADINHOS
71322150001301,00000078938984,REFRIGERANTES
08540603000198,07898215151913,BEBIDAS LÁCTEAS
47508411134004,07897517209032,CONSERVAS E ENLATADOS
47508411113945,05000299611197,DESTILADOS
06057223035552,07500435110181,DESODORANTES
09379531000101,07296102508558,MASSAS E MOLHOS
71322150003266,07896205722013,MASSAS E MOLHOS
71322150003266,00000018977217,MASSAS E MOLHOS
71322150004408,07897395080006,CERVEJAS
47508411113945,07895000359547,LIMPEZA ROUPAS
47508411113945,07896006779841,FARINHAS
03720882000905,07891098010407,CAFÉS E CHÁS
76430438007184,07896058502404,BOMBONIERE
32860231000676,07896259410133,LEITE
03720882000905,07898125760106,DOCES E SOBREMESAS
00063960023575,07891999144935,IOGURTES E SOBREMESAS
41185455001501,07894650013915,LIMPEZA CASA
71322150004408,07898963741114,REFRIGERANTES
03720882000905,07896260700230,"MANTEIGAS, PATÊS E REQUEIJÃO"
71322150001301,00000080177609,BOMBONIERE
00063960023575,07891150015173,CABELO
32860231000676,07896022200572,MASSAS E MOLHOS
06057223023112,07891700033640,MASSAS E MOLHOS
76430438007184,07891000241295,"BOLOS, BISCOITOS E BOLACHAS"
75315333009831,07896045523412,CERVEJAS
47508411152681,07622300859893,DOCES E SOBREMESAS
06057223023112,07899026487260,CABELO
06057223023112,07891024034781,CABELO
41185455001501,07891000244548,BEBIDAS LÁCTEAS
06057223023112,07896003706840,"BOLOS, BISCOITOS E BOLACHAS"
75315333008274,07896068000600,"MANTEIGAS, PATÊS E REQUEIJÃO"
71322150003266,07896102587043,CERVEJAS
17676214000185,07897395020170,CERVEJAS
75315333008274,07896825400346,"MANTEIGAS, PATÊS E REQUEIJÃO"
47508411134004,07898377660094,CERVEJAS
08540603000198,07891080400605,"MANTEIGAS, PATÊS E REQUEIJÃO"
75315333009246,07892840800079,REFRIGERANTES
71322150003266,07898099394055,CERVEJAS
76430438007184,07896205744183,MASSAS E MOLHOS
00063960006212,07898230715213,CERVEJAS
39346861029909,07891999014887,IOGURTES E SOBREMESAS
47508411135833,01820296317595,PÃES E BOLOS INDUSTRIALIZADOS
08540603000198,07896068000860,"MANTEIGAS, PATÊS E REQUEIJÃO"
76430438007184,07897395060107,CERVEJAS
06057223035552,07891150049628,CABELO
71322150004408,06897994001359,REFRIGERANTES
08540603000198,07896213002749,MASSAS E MOLHOS
32860231000676,04898472870407,BEBIDAS LÁCTEAS
47508411110687,07896005401163,SUCOS E REFRESCOS
47508411152681,07894321823096,CONSERVAS E ENLATADOS
75315333008002,07891132000029,TEMPEROS E CONDIMENTOS
06057223023112,07891150005426,MASSAS E MOLHOS
47508411110687,07891025115069,IOGURTES E SOBREMESAS
39346861029909,07891999010636,IOGURTES E SOBREMESAS
71322150004408,00896275023130,"BOLOS, BISCOITOS E BOLACHAS"
47508411113945,07894900911596,REFRIGERANTES
08540603000198,07891022851519,LIMPEZA ROUPAS
00063960023575,07897664171442,CABELO
00063960023575,07891624347908,CABELO
71322150004408,07896200031158,"BOLOS, BISCOITOS E BOLACHAS"
75315333008274,07898922012033,FARINHAS
47508411137100,07893000488953,AVES CONGELADAS
39346861026802,07891150053946,CABELO
43235985000732,07894900093056,REFRIGERANTES
71322150003266,07891962048192,"BOLOS, BISCOITOS E BOLACHAS"
41185455000378,00296254111849,BEBIDAS LÁCTEAS
47508411113945,07891000072998,IOGURTES E SOBREMESAS
03720882000905,07891150052314,LIMPEZA ROUPAS
47508411137100,07622210696670,SUCOS E REFRESCOS
41185455001501,00823608005969,AVES CONGELADAS
06057223023112,07896070152090,MASSAS E MOLHOS
47508411152681,07898960482157,CAFÉS E CHÁS
47508411134004,07895000434374,SUCOS E REFRESCOS
13004510024100,05890124348516,CABELO
76430438007184,07896051128021,IOGURTES E SOBREMESAS
47508411152681,00000018950007,"BOLOS, BISCOITOS E BOLACHAS"
47508411110687,05410228234098,CERVEJAS
47508411113945,07897469400358,"MANTEIGAS, PATÊS E REQUEIJÃO"
41185455001501,07891079011485,MASSAS E MOLHOS
71322150004408,07896263500141,REFRIGERANTES
76430438007184,07896022201890,MASSAS E MOLHOS
00063960023575,07896193897021,MASSAS E MOLHOS
39346861026802,09066041723705,IOGURTES E SOBREMESAS
32860231000676,07891150055186,CABELO
00063960023575,08005110054440,MASSAS E MOLHOS
71322150004408,00040232772313,MASSAS E MOLHOS
41185455000378,07896010400717,"MANTEIGAS, PATÊS E REQUEIJÃO"
00063960023575,07891150067738,CABELO
41185455000378,07891024029800,CABELO
75315333009246,05890205722013,MASSAS E MOLHOS
47508411137100,07896260700513,"MANTEIGAS, PATÊS E REQUEIJÃO"
13004510024100,01747441610823,HIGIENE INFANTIL
76430438007184,07897395001223,CERVEJAS
71322150004408,07896036093467,MASSAS E MOLHOS
47508411135833,07891962037875,"BOLOS, BISCOITOS E BOLACHAS"
71322150004408,07896003705195,"BOLOS, BISCOITOS E BOLACHAS"
47508411110687,07899916904679,SUCOS E REFRESCOS
75315333009831,07896353301177,"MANTEIGAS, PATÊS E REQUEIJÃO"
43235985000732,07896115701771,CABELO
75315333009246,07897721410040,MASSAS E MOLHOS
47508411152681,07898909999906,DOCES E SOBREMESAS
06057223023112,07898489510270,CABELO
76430438007184,07896003706932,"BOLOS, BISCOITOS E BOLACHAS"
03720882000905,07891000113448,IOGURTES E SOBREMESAS
47508411137100,07891999904805,IOGURTES E SOBREMESAS
47508411152681,07896073907819,"BOLOS, BISCOITOS E BOLACHAS"
06057223023112,07896034668506,"BOLOS, BISCOITOS E BOLACHAS"
43235985000732,07891150054509,CABELO
47508411135833,07896085052040,"BOLOS, BISCOITOS E BOLACHAS"
47508411135833,07896002360395,PÃES E BOLOS INDUSTRIALIZADOS
75315333008002,07896102502534,MASSAS E MOLHOS
03720882000905,07898917642054,BEBIDAS LÁCTEAS
08540603000198,04896471146417,IOGURTES E SOBREMESAS
47508411110687,07896931610660,SUCOS E REFRESCOS
71322150003266,07898930141015,CONSERVAS E ENLATADOS
39346861029909,07896098901496,LIMPEZA ROUPAS
03720882000905,07891024027028,DENTAL
32860231000676,07891150059047,IOGURTES E SOBREMESAS
47508411137100,07891000113608,BOMBONIERE
39346861029909,07891149103102,CERVEJAS
43235985000732,07891150055681,CABELO
03720882000905,07897721411498,MASSAS E MOLHOS
75315333008002,07896050700051,CAFÉS E CHÁS
00063960005917,07896205722198,MASSAS E MOLHOS
47508411152681,07898234850019,DOCES E SOBREMESAS
03720882000905,07897399620024,DOCES E SOBREMESAS
75315333008002,07896003703078,"BOLOS, BISCOITOS E BOLACHAS"
75315333009246,07891032015215,MASSAS E MOLHOS
00063960023575,07896292304222,MASSAS E MOLHOS
71322150003266,07896002361002,"BOLOS, BISCOITOS E BOLACHAS"
47508411113945,07892840127114,APERITIVOS E SALGADINHOS
47508411152681,07891048014301,DOCES E SOBREMESAS
47508411113945,07898403781458,IOGURTES E SOBREMESAS
75315333008002,07622210641151,"BOLOS, BISCOITOS E BOLACHAS"
75315333009246,07896292313781,MASSAS E MOLHOS
47508411152681,07898940999026,"BOLOS, BISCOITOS E BOLACHAS"
08540603000198,07891000252833,IOGURTES E SOBREMESAS
47508411152681,07891000913000,"BOLOS, BISCOITOS E BOLACHAS"
71322150004408,07898367980010,CERVEJAS
47508411113945,07899916904778,SUCOS E REFRESCOS
32860231000676,07898080640239,BEBIDAS LÁCTEAS
47508411137100,09807475103684,BEBIDAS LÁCTEAS
47508411134004,07894900011517,REFRIGERANTES
08540603000198,04896415350153,DOCES E SOBREMESAS
06057223035552,07891022856811,LIMPEZA ROUPAS
75315333008002,08424536939580,"ÓLEOS, AZEITES E VINAGRES"
47508411113945,07506174500207,BOMBONIERE
47508411135833,08891909051338,PÃES E BOLOS INDUSTRIALIZADOS
47508411113945,00000078910942,REFRIGERANTES
47508411113945,07896003702200,"BOLOS, BISCOITOS E BOLACHAS"
32860231000676,07896499900586,BOMBONIERE
32860231000676,07891035036231,LIMPEZA ROUPAS
01915625001037,07891149210503,CERVEJAS
76430438007184,07894900051513,REFRIGERANTES
47508411113945,07896029206911,SUCOS E REFRESCOS
06057223023112,07622210661661,"BOLOS, BISCOITOS E BOLACHAS"
71322150003266,07898380260557,MASSAS E MOLHOS
71322150004408,00824904061604,REFRIGERANTES
47508411152681,07896085075919,"BOLOS, BISCOITOS E BOLACHAS"
47508411110687,07898378180812,SUCOS E REFRESCOS
21911839000232,07896003706871,"BOLOS, BISCOITOS E BOLACHAS"
76430438007184,07898295301925,CERVEJAS
17676214000185,07896071003926,"BOLOS, BISCOITOS E BOLACHAS"
41185455000378,07891000260623,IOGURTES E SOBREMESAS
71322150001301,07891772157053,"BOLOS, BISCOITOS E BOLACHAS"
71322150003266,00000012140028,MASSAS E MOLHOS
06057223023112,07896102502961,MASSAS E MOLHOS
47508411135833,07896085076497,"BOLOS, BISCOITOS E BOLACHAS"
39346861029909,07891025320616,IOGURTES E SOBREMESAS
32860231000676,07896229907427,CABELO
06057223023112,07899706111621,CABELO
47508411152681,07897076020215,DOCES E SOBREMESAS
41185455000378,07500435116275,CABELO
00063960005917,07896051114024,DOCES E SOBREMESAS
47508411135833,00000078937765,REFRIGERANTES
47508411113945,05601055315610,BOMBONIERE
71322150001301,07891118012701,BOMBONIERE
71322150003266,07891203063427,"BOLOS, BISCOITOS E BOLACHAS"
00063960023575,07896036094969,MASSAS E MOLHOS
75315333008002,07897721410071,MASSAS E MOLHOS
71322150004408,02820193800052,MASSAS E MOLHOS
76430438007184,07891025114673,IOGURTES E SOBREMESAS
41185455001501,07896098903612,LIMPEZA CASA
47508411152681,07895000351688,DOCES E SOBREMESAS
71322150004408,07891000077948,"BOLOS, BISCOITOS E BOLACHAS"
41185455001501,07896945401629,MASSAS E MOLHOS
47508411110687,07892840256449,APERITIVOS E SALGADINHOS
41185455000378,07891150025301,LIMPEZA ROUPAS
47508411152681,07898075649995,CONSERVAS E ENLATADOS
32860231000676,07896224803106,SOLÚVEIS MATINAIS
00063960005917,07891000086193,"BOLOS, BISCOITOS E BOLACHAS"
75315333009831,07891095023967,DOCES E SOBREMESAS
09379531000101,07896417202624,MASSAS E MOLHOS
13004510024100,07891010244842,HIGIENE INFANTIL
39346861029909,07891330012244,BOMBONIERE
39346861026802,07896051040101,IOGURTES E SOBREMESAS
71322150003266,07896036097328,MASSAS E MOLHOS
00063960023575,08898844715707,CERVEJAS
01915625001037,07891991012867,REFRIGERANTES
06057223023112,07891048051054,DOCES E SOBREMESAS
47508411137100,01165465913131,MASSAS E MOLHOS
39346861029909,07896245705410,"BOLOS, BISCOITOS E BOLACHAS"
76430438007184,07896238101533,IOGURTES E SOBREMESAS
03640467002219,07896022201890,MASSAS E MOLHOS
71322150003266,07891079000380,CERVEJAS
03720882000905,07891150053670,LIMPEZA ROUPAS
03720882000905,07891528029498,DENTAL
00063960023575,07891000245163,IOGURTES E SOBREMESAS
41185455001501,07898024830177,LIMPEZA CASA
47508411110687,07821900466696,BOMBONIERE
03720882000905,07896779510016,FARINHAS
47508411134004,07805000312275,CAFÉS E CHÁS
47508411134004,07891167011779,CONSERVAS E ENLATADOS
47508411137100,07891000118610,"BOLOS, BISCOITOS E BOLACHAS"
00063960005917,07891737976149,"BOLOS, BISCOITOS E BOLACHAS"
01915625001037,07894900050394,REFRIGERANTES
00063960005917,07898370100016,DOCES E SOBREMESAS
47508411152681,07891048036341,CAFÉS E CHÁS
09379531000101,07891300908676,MASSAS E MOLHOS
00063960005917,07730335000330,CERVEJAS
47508411152681,07891962045191,"BOLOS, BISCOITOS E BOLACHAS"
39346861026802,07896629640504,IOGURTES E SOBREMESAS
39346861029909,07896058204834,"BOLOS, BISCOITOS E BOLACHAS"
47508411110687,00000078907355,BOMBONIERE
17676214000185,07896024720467,"BOLOS, BISCOITOS E BOLACHAS"
71322150001301,08891909005959,"BOLOS, BISCOITOS E BOLACHAS"
03640467002219,07897395060107,CERVEJAS
47508411152681,07895000487059,CONSERVAS E ENLATADOS
75315333008002,07891000249963,TEMPEROS E CONDIMENTOS
47508411152681,07896024722324,"BOLOS, BISCOITOS E BOLACHAS"
13004510024100,07896005022559,MASSAS E MOLHOS
03720882000905,08076800195057,MASSAS E MOLHOS
71322150003266,07896002111034,CERVEJAS
39346861029909,07896013401032,LIMPEZA ROUPAS
00063960023575,07898230711512,CERVEJAS
47508411113945,08174950124573,LEITE
03640467002219,00000078905498,CERVEJAS
47508411137100,07896005286579,MASSAS E MOLHOS
06057223035552,07898906717220,LIMPEZA ROUPAS
41185455000378,07891025101376,IOGURTES E SOBREMESAS
47508411135833,07891991012126,CERVEJAS
41185455000378,07891080400605,"MANTEIGAS, PATÊS E REQUEIJÃO"
71322150004408,07896022201944,MASSAS E MOLHOS
41185455001501,07891079012581,MASSAS E MOLHOS
41185455001501,00896402502880,MASSAS E MOLHOS
41185455000378,07898301960658,LIMPEZA ROUPAS
06057223023112,07896102502244,MASSAS E MOLHOS
41185455001501,07894904797905,AVES CONGELADAS
21911839000232,07896024720467,"BOLOS, BISCOITOS E BOLACHAS"
47508411113945,07895800112786,BOMBONIERE
00063960005917,07898925943037,CERVEJAS
00063960006212,07891149210305,CERVEJAS
00063960005917,07891000089859,"BOLOS, BISCOITOS E BOLACHAS"
39346861026802,07896051164142,IOGURTES E SOBREMESAS
47508411113945,07895800412794,BOMBONIERE
39346861026802,07898919412051,CABELO
75315333008002,07891149106424,CERVEJAS
71322150004408,07891000089231,"BOLOS, BISCOITOS E BOLACHAS"
76430438007184,07897395020231,CERVEJAS
00063960005917,07891737985905,DOCES E SOBREMESAS
03640467002219,07891000241295,"BOLOS, BISCOITOS E BOLACHAS"
43235985000732,01899093501964,REFRIGERANTES
41185455000378,07896259415367,LEITE
41185455001501,07896098903605,LIMPEZA CASA
47508411134004,07891018000648,CAFÉS E CHÁS
47508411135833,07896066303420,"BOLOS, BISCOITOS E BOLACHAS"
47508411152681,07891167021075,CONSERVAS E ENLATADOS
75315333007111,07897042007363,CABELO
71322150004408,07622300992293,"BOLOS, BISCOITOS E BOLACHAS"
39346861029909,07622210754714,"BOLOS, BISCOITOS E BOLACHAS"
75315333009831,07896098905746,LIMPEZA ROUPAS
47508411110687,07894900870015,REFRIGERANTES
13004510024100,07896321015686,BOMBONIERE
47508411110687,00821425106845,IOGURTES E SOBREMESAS
76430438007184,07891991013239,CERVEJAS
76430438007184,07896071004855,"BOLOS, BISCOITOS E BOLACHAS"
71322150003266,07896237900045,CONSERVAS E ENLATADOS
03720882000905,07896090806560,LIMPEZA ROUPAS
39346861029909,07891991010023,CERVEJAS
17676214000185,07891149104932,CERVEJAS
71322150004408,07896003706758,"BOLOS, BISCOITOS E BOLACHAS"
75315333008002,07898905153678,MASSAS E MOLHOS
71322150003266,07896102592603,MASSAS E MOLHOS
75315333008002,07891098010421,CAFÉS E CHÁS
00063960005917,07891000156209,DOCES E SOBREMESAS
00063960023575,04500155116268,CABELO
03720882000905,00000078907492,BOMBONIERE
47508411152681,07891167036871,CONSERVAS E ENLATADOS
43235985000732,07898919412006,CABELO
47508411113945,07891152302714,"BOLOS, BISCOITOS E BOLACHAS"
47508411135833,07898951721142,CERVEJAS
76430438007184,07891000255773,"BOLOS, BISCOITOS E BOLACHAS"
06057223023112,07896327511328,DOCES E SOBREMESAS
47508411152681,05601069000298,"BOLOS, BISCOITOS E BOLACHAS"
47508411135833,00826485053399,"BOLOS, BISCOITOS E BOLACHAS"
03720882000905,07898279797911,BOMBONIERE
71322150001301,07891203063410,"BOLOS, BISCOITOS E BOLACHAS"
03720882000905,07898205923346,IOGURTES E SOBREMESAS
39346861029909,04896415075889,"BOLOS, BISCOITOS E BOLACHAS"
00063960023575,04896159114998,CABELO
71322150004408,07898377660575,CERVEJAS
71322150001301,07893500090786,"BOLOS, BISCOITOS E BOLACHAS"
32860231000676,07891024160930,CABELO
41185455000378,07891515515317,AVES CONGELADAS
47508411134004,07896031232083,CONSERVAS E ENLATADOS
41185455000378,07899706142977,CABELO
41185455001501,05890102503708,MASSAS E MOLHOS
13004510024100,07898917072974,LIMPEZA ROUPAS
03640467002219,07898963741084,REFRIGERANTES
06057223035552,07891024171639,CABELO
06057223023112,07891150060159,CABELO
21911839000232,07894900015119,REFRIGERANTES
71322150001301,07897395060237,CERVEJAS
76430438007184,07897395040659,CERVEJAS
76430438007184,07891515971267,IOGURTES E SOBREMESAS
71322150001301,07892840812577,REFRIGERANTES
76430438007184,07897173098728,"BOLOS, BISCOITOS E BOLACHAS"
47508411137100,07893753299646,AVES CONGELADAS
13004510024100,07890016420595,CABELO
71322150003266,07891000051436,"BOLOS, BISCOITOS E BOLACHAS"
00063960006212,07891149106332,CERVEJAS
75315333009831,07896259412212,DOCES E SOBREMESAS
47508411110687,07896005453018,MASSAS E MOLHOS
00063960023575,06897142104932,CERVEJAS
71322150004408,07896003703177,"BOLOS, BISCOITOS E BOLACHAS"
71322150003266,07897395020170,CERVEJAS
47508411137100,07898954360386,SUCOS E REFRESCOS
47508411152681,07622210754813,"BOLOS, BISCOITOS E BOLACHAS"
43235985000732,07892840800000,REFRIGERANTES
09379531000101,07898045720532,MASSAS E MOLHOS
47508411152681,07891000255346,"BOLOS, BISCOITOS E BOLACHAS"
01915625001037,07898367983615,CERVEJAS
06057223023112,07896068422303,DOCES E SOBREMESAS
76430438007184,07891999010704,IOGURTES E SOBREMESAS
32860231000676,07896362101034,ARROZ
47508411135833,07897395080082,CERVEJAS
47508411110687,07622210411501,BOMBONIERE
41185455000378,07894904928965,"MANTEIGAS, PATÊS E REQUEIJÃO"
08540603000198,00000078936195,IOGURTES E SOBREMESAS
75315333008274,07896340810804,CAFÉS E CHÁS
00063960023575,07896013563532,CABELO
47508411152681,03222473261666,"BOLOS, BISCOITOS E BOLACHAS"
71322150004408,08076809571951,MASSAS E MOLHOS
32860231000676,07891000104385,IOGURTES E SOBREMESAS
39346861029909,07897395020194,CERVEJAS
47508411135833,07622210961969,BOMBONIERE
09379531000101,07891079000243,MASSAS E MOLHOS
05154589000368,07891152506822,"MANTEIGAS, PATÊS E REQUEIJÃO"
47508411113945,07891098010568,CAFÉS E CHÁS
06057223035552,07891024128503,LIMPEZA ROUPAS
76430438007184,07895800430002,BOMBONIERE
71322150004408,08076809542517,MASSAS E MOLHOS
00063960023575,07896051121831,IOGURTES E SOBREMESAS
75315333009246,07896054905100,MASSAS E MOLHOS
47508411113945,07896731301966,DESTILADOS
71322150003266,07891080405105,CERVEJAS
03720882000905,04066600611301,CERVEJAS
71322150003266,07891167011717,CONSERVAS E ENLATADOS
00063960023575,07899706117715,CABELO
47508411113945,07891091011920,CAFÉS E CHÁS
41185455001501,07891098038784,CAFÉS E CHÁS
47508411110687,07891080147333,MASSAS E MOLHOS
47508411113945,07896383700698,DESTILADOS
06057223023112,07891134009259,CABELO
01915625001037,07891149101528,CERVEJAS
47508411137100,07898403780598,BEBIDAS LÁCTEAS
39346861029909,07891000103852,IOGURTES E SOBREMESAS
09535928000730,07896205788156,MASSAS E MOLHOS
71322150003266,07891962042725,"BOLOS, BISCOITOS E BOLACHAS"
75315333009246,07896445472549,REFRIGERANTES
32860231000676,07891150006225,CABELO
09379531000101,07896021314768,MASSAS E MOLHOS
32860231000676,07898403780277,IOGURTES E SOBREMESAS
43235985000732,07891150049604,CABELO
47508411110687,00000098729029,IOGURTES E SOBREMESAS
71322150001301,07891000060407,"BOLOS, BISCOITOS E BOLACHAS"
32860231000676,07898497186320,CABELO
47508411134004,07896102517200,CONSERVAS E ENLATADOS
47508411110687,08897499400358,"MANTEIGAS, PATÊS E REQUEIJÃO"
09535928000730,07896263500141,REFRIGERANTES
47508411152681,07896261400948,DOCES E SOBREMESAS
00063960023575,07891025105220,IOGURTES E SOBREMESAS
00063960023575,07891515971977,IOGURTES E SOBREMESAS
47508411113945,07891152301168,"BOLOS, BISCOITOS E BOLACHAS"
47508411152681,07896003737257,"BOLOS, BISCOITOS E BOLACHAS"
06057223023112,00892472070595,CABELO
47508411113945,07895000455799,"BOLOS, BISCOITOS E BOLACHAS"
47508411135833,07891999420206,IOGURTES E SOBREMESAS
47508411113945,07892840215217,APERITIVOS E SALGADINHOS
76430438007184,07894900010398,REFRIGERANTES
47508411113945,07891991000727,REFRIGERANTES
75315333008002,07891132006373,TEMPEROS E CONDIMENTOS
47508411137100,07892840800406,REFRIGERANTES
03640467002219,07898904771606,CERVEJAS
03720882000905,07891000010860,CAFÉS E CHÁS
06057223023112,07896058501506,DOCES E SOBREMESAS
76430438007184,05897497000287,IOGURTES E SOBREMESAS
47508411113945,04795593001461,LEITE
76430438007184,07899389700037,CERVEJAS
06057223035552,07896417211053,SUCOS E REFRESCOS
75315333008274,07898217000363,"MANTEIGAS, PATÊS E REQUEIJÃO"
13004510024100,07896098900840,LIMPEZA CASA
71322150003266,07891000912805,"BOLOS, BISCOITOS E BOLACHAS"
43235985000732,07891150037250,CABELO
01915625001037,07897395099398,CERVEJAS
47508411113945,00000078913554,IOGURTES E SOBREMESAS
06057223023112,04898033730065,CABELO
03720882000905,07898403780055,"MANTEIGAS, PATÊS E REQUEIJÃO"
39346861026802,07898919411283,CORPO
03720882000905,07891025107255,IOGURTES E SOBREMESAS
09379531000101,07891149010509,CERVEJAS
21911839000232,07891962048192,"BOLOS, BISCOITOS E BOLACHAS"
00063960023575,05898249010301,CERVEJAS
09379531000101,07891149040308,CERVEJAS
03720882000905,07898152996974,MASSAS E MOLHOS
32860231000676,07891000096468,IOGURTES E SOBREMESAS
06057223035552,07896049508729,DESODORANTES
03720882000905,07891150041431,LIMPEZA ROUPAS
13004510024100,07891182016520,CABELO
06057223035552,07896085868085,CABELO
71322150003266,07891150061606,CERVEJAS
47508411110687,07898279790400,BOMBONIERE
76430438007184,07898915949315,CERVEJAS
71322150004408,07897517206123,MASSAS E MOLHOS
75315333008274,07896051140405,"MANTEIGAS, PATÊS E REQUEIJÃO"
51010502000800,07891150062382,MASSAS E MOLHOS
00063960006212,07891149107353,REFRIGERANTES
13004510024100,07896005800362,CAFÉS E CHÁS
47508411137100,07891048047101,DOCES E SOBREMESAS
76430438007184,08076809571951,MASSAS E MOLHOS
47508411137100,07891962032450,"BOLOS, BISCOITOS E BOLACHAS"
03720882000905,07891000248768,BOMBONIERE
71322150004408,07622300992330,"BOLOS, BISCOITOS E BOLACHAS"
03720882000905,07898903000240,CAFÉS E CHÁS
21911839000232,07894900708394,REFRIGERANTES
47508411135833,07894900701159,REFRIGERANTES
75315333008002,07896081800348,CAFÉS E CHÁS
00063960005917,07892840268244,"BOLOS, BISCOITOS E BOLACHAS"
