cnpj,gtin,city,state,name,description
55840102000107,7898937826878,EMBU DAS ARTES,SP,MILHO DE OURO COMERCIO & INDUSTRIA ALIMENTICIA LTDA.,BISC POLVILHO LOBITS 40G
23643315000152,7891025109372,SAO PAULO,SP,DANONE LTDA,LEITE FERM ACTIVIA AMEIXA 1250G
1615814000101,7894000181011,SAO PAULO,SP,UNILEVER BRASIL INDUSTRIAL LTDA,BEBIDA DE SOJA ADES LARANJA 1L
17960315000183,7898954975634,CAMPO BOM,RS,CERVEJARIA CAMPO BOM LTDA,CERVEJA ROLETA RUSSA IPA 500ML
7526557000100,7891149108480,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 269ML
84432111000167,7896038321056,JARAGUA DO SUL,SC,URBANO AGROINDUSTRIAL LTDA,TIO URBANO BRANCO TIPO 1 PACOTE
52034139000150,7896003706581,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO PIT STOP MARILAN QUEIJO
43461789000190,7896098900123,AMPARO,SP,QUIMICA AMPARO LTDA,EM BARRA YPÊ FRESH PERFUMADO 1 KG
31565104000177,7892840813444,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,REFRIG PEPSI ZERO PET 2L
84869593000117,7896272005682,SAO JOSE DOS PINHAIS,PR,VALE FERTIL INDUSTRIAS ALIMENTICIAS LTDA,AZEITONA VERDE VALE FERTIL C/ ANCHOVA VIDRO
61068276000104,7891037013629,SAO PAULO,SP,UNILEVER BRASIL LTDA.,CREME DE PENTEAR DOVE RECONSTRUÃ§Ã£O COMPLETA
60409075000152,7891000103937,SAO PAULO,SP,NESTLE BRASIL LTDA.,PETIT SUISSE CHAMBINHO MORANGO
60409075000152,7891000103937,SAO PAULO,SP,NESTLE BRASIL LTDA.,PETIT SUISSE CHAMBINHO MORANGO
17467515000107,7896490288775,SANTA LUZIA,MG,CAFE TRES CORACOES S.A,FLOCAO DONA CLARA 500GR
7526557000100,7891149105571,SAO PAULO,SP,AMBEV S.A.,CERVEJA SKOL BEATS SENSES FRIDGE
5771868000109,7898903594183,MANDAGUACU,PR,DUSUL ALIMENTOS LTDA,TEMPERO COMPLETO DUSUL A BASE DE SAL S/ PIM
7334368000135,7898083660777,CONTAGEM,MG,SUPER GLOBO QUIMICA LTDA,CLORO SANTA CLARA 2LT
56370364000118,7891151035484,RIO CLARO,SP,RICLAN S.A.,BALA POCKET 100G COFFEE
52034139000150,7896003704709,MARILIA,SP,MARILAN ALIMENTOS S/A,CHOCOLATE MARILAN MAX COCO
62691043000118,7891193020400,DIADEMA,SP,WICKBOLD & NOSSO PAO INDUSTRIAS ALIMENTICIAS LTDA,BOLO DE LARANJA 250G SEVEN BOYS
60498706000157,7896036090626,SAO PAULO,SP,CARGILL AGRICOLA S A,OLEO DE CANOLA PET LIZA 900ML
60409075000152,7891000092606,SAO PAULO,SP,NESTLE BRASIL LTDA.,CHOCOLATE NESTLE LOLO AO LEITE
60409075000152,7891000092606,SAO PAULO,SP,NESTLE BRASIL LTDA.,CHOCOLATE NESTLE LOLO AO LEITE
35504133000180,7898012860186,PATOS,PB,ENGARRAFAMENTO COROA LTDA,VODKA SLOVA
11507415000172,7896013100997,PAULISTA,PE,INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA,VINAGRE MINHOTO
21992946000151,7896259416357,LAGOA DA PRATA,MG,EMBARE INDUSTRIAS ALIMENTICIAS S/A,LEITE CAMPONESA ZERO LACTOSE 1
31565104000177,7892840813130,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,REFR PEPSI LATA 269ML
1551272000142,7898366930481,RECIFE,PE,ASA INDUSTRIA E COMERCIO LTDA,SUCO CONC PALMEIRON ACEROLA
22492169000149,7896005301593,VISCONDE DO RIO BRANCO,MG,TROPICAL INDUSTRIA DE ALIMENTOS S/A,SUCO MÁXIMO MANGA 1LT
22492169000149,7896005301593,VISCONDE DO RIO BRANCO,MG,TROPICAL INDUSTRIA DE ALIMENTOS S/A,SUCO MÁXIMO MANGA 1LT
104603000133,7896013544142,NOVA IGUACU,RJ,PHITOTERAPHIA BIOFITOGENIA LABORATORIAL BIOTA LTDA,TINTURA PERMANENTE MAXTON 4.66 VERMELHO BORGONHA UNIT
33040122000160,7896024720207,RIO DE JANEIRO,RJ,INDUSTRIA DE PRODUTOS ALIMENTICIOS PIRAQUE S A,BISCOITO SALGADINHO QUEIJINHO PIRAQUÊ
45997418000153,7894900521009,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,AGUA CRYSTAL SPARKLING TANG/CAPIM-LIMAO PET 510ML
60409075000152,7891000248768,SAO PAULO,SP,NESTLE BRASIL LTDA.,"CHOC NESTLE 41,5 KIT KAT"
60409075000152,7891000248768,SAO PAULO,SP,NESTLE BRASIL LTDA.,"CHOC NESTLE 41,5 KIT KAT"
4892455000110,7896791902844,SETE LAGOAS,MG,TREVO LACTEOS S.A.,IOG MORANGO COM 14G DE WHEY 250G APRECIARE
62000278000116,7891021006071,SAO PAULO,SP,MELITTA DO BRASIL INDUSTRIA E COMERCIO LIMITADA,CAFE MELITA RS
31565104000177,7894321231228,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,BISCOITO COOKIES CHOCOLATE 150G TODDY
61193496000151,7891048014196,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,COCO RALADO DR.OETKER
5552477000101,7898497186320,ABREU E LIMA,PE,INDUSTRIA E COMERCIO DE COSMETICOS G.H.F. LTDA,SH SOS BOMB HAIR 275
70940994000101,7891962042299,GUARULHOS,SP,PANDURATA ALIMENTOS LTDA,BISCOITO COOKIES BAUDUCCO AVEIA/PASSAS
31565104000177,7892840802745,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
2176615000107,7898126404207,ALVINOPOLIS,MG,BIO-EXTRATUS COSMETIC NATURAL LTDA,SHAMPOO BIO EXTRATUS ANTIRRESÍDUOS QUERAVIT
62461140000114,7891203021601,SAO PAULO,SP,LUA NOVA IND E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,BISCOITO.DELICIOSOS SALGADINHOS PA
91319392000101,7896452111073,FARROUPILHA,RS,VINICOLA PERINI LTDA,SUCO PERINI UVA TINTO
50221019000136,7896052605279,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,NOVA SCHIN PILSEN LATA 1 UNIDADE
5771868000109,7898903594091,MANDAGUACU,PR,DUSUL ALIMENTOS LTDA,MOSTARDA DUSUL 180G
13324184000197,7891999010629,SAO PAULO,SP,VIGOR ALIMENTOS S.A,IOGURTE VIGOR ZERO LACTOSE NATURAL
61075099000185,7896237901882,SAO PAULO,SP,IRMAOS RAIOLA & CIA. LTDA,CHAMPIGNON FATIADO
51723435000103,7896496981069,OSASCO,SP,MAETERRA PRODUTOS NATURAIS LTDA,COOKIES MAE TERRA ORG 120G MACA/CANELA
61070694000128,7896007840007,SAO PAULO,SP,SAKURA NAKAYA ALIMENTOS LTDA,MOLHO SHOYU SAKURA TRADICIONAL 5LT
50564053000880,7891022100617,SAO BERNARDO DO CAMPO,SP,BOMBRIL S/A,AMACIANTE DE ROUPAS MON BIJOU PUREZA 2L
62546387000133,7896292305793,MATAO,SP,PREDILECTA ALIMENTOS LTDA,MOLHO MADEIRA PREDILECTA SACHE 24X
84869593000117,7896272004678,SAO JOSE DOS PINHAIS,PR,VALE FERTIL INDUSTRIAS ALIMENTICIAS LTDA,AZEITONA VALE FERTIL VDE.1KG C/CAROCO SCH
77595395000228,7896275980917,MEDIANEIRA,PR,FRIMESA COOPERATIVA CENTRAL,DOCE LEITE FRIMESA RESERVA 400G
50493170000123,7896255500180,RIBEIRAO PRETO,SP,PICINATO & CIA.LTDA.,DELI DOCURA KIDOCURA
4107020000117,7896079431110,PORTO ALEGRE,RS,SLC ALIMENTOS LTDA,ARROZ NAMORADO T1 1KG
2489981000108,7898286190675,LAGARTO,SE,I.V.L. INDUSTRIAS VIEIRA LTDA,MOLHO TOMATE MARATA MADEIRA 340G
81727414000119,7896283006234,CURITIBA,PR,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,GRANOLA SEM GLTEM CASTANHAS E CACAU JASMINE 250G
33040122000160,7896024734174,RIO DE JANEIRO,RJ,INDUSTRIA DE PRODUTOS ALIMENTICIOS PIRAQUE S A,PENA PIRAQUÊ COM OVOS
22229207000175,7896021300365,MACHADO,MG,PASTIFICIO SANTA AMALIA S/A.,MACARRÃO AMALIA C/OVOS 500GR ARGOLINHA
13324184000197,7891999011442,SAO PAULO,SP,VIGOR ALIMENTOS S.A,"IOGURTE LÍQUIDO VITAMINA VIGOR 1,"
7526557000100,7891149210503,SAO PAULO,SP,AMBEV S.A.,CERVEJA CARACU
62691043000118,7896066303680,DIADEMA,SP,WICKBOLD & NOSSO PAO INDUSTRIAS ALIMENTICIAS LTDA,WICKBOLD GRÃO SABOR CHIA E MACADÂMIA
31565104000177,7894321722047,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,TODDY PRISMA 200
30153506000100,7896000722508,NOVA IGUACU,RJ,NIELY DO BRASIL INDUSTRIAL LTDA,SHAMPOO USO DIÁRIO NIELY GOLD 300ML NUTRIÇÃO PODEROSA UNIT
51723435000103,7896496917808,OSASCO,SP,MAETERRA PRODUTOS NATURAIS LTDA,BISC ORGANICO ZOORETA M.TERRA 20G CACAU
6039592000131,7898915653342,CERQUILHO,SP,COMARROZ INDUSTRIA DE PRODUTOS ALIMENTICIOS EIRELI,MAS CASARAO PADRE NOSSO PREMIUM
33040122000160,7896024722591,RIO DE JANEIRO,RJ,INDUSTRIA DE PRODUTOS ALIMENTICIOS PIRAQUE S A,BISCOITO PIRAQUE MAIZENA LIGHT
10678481000223,7898930883113,SAO PAULO,SP,SOL PANAMBY SPECIALTY COFFEES LTDA.,CAFÉ EM GRÃOS OCTAVIO CAFÉ
2279324000489,7891167014022,SAO PAULO,SP,GDC ALIMENTOS S.A,SALADA GOMES DA COSTA ATUM BATATA ERVILHA E CENOURA
61105722000103,7896049508521,SAO PAULO,SP,PERFUMES DANA DO BRASIL S.A.,DESODORANTE EM CREME TABU 55G FLORES UNIT
7526557000100,7891149200306,SAO PAULO,SP,AMBEV S.A.,SKOL PILSEN LONG NECK 1 UNIDADE
28053619000183,7891008123128,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOC.GAROTO TALENTO CAST.PARA 90G
28053619000183,7891008123128,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOC.GAROTO TALENTO CAST.PARA 90G
3816532000190,7891528037042,SAO BERNARDO DO CAMPO,SP,COLGATE PALMOLIVE INDUSTRIAL LTDA,CR DENTAL SORRISO XTREME WHITE 5 ESTRELAS 70G LV3 PG2
1851716000165,7896071024518,APARECIDA DE GOIANIA,GO,CIPA-INDUSTRIAL DE PRODUTOS ALIMENTARES LTDA,BISCOITO ROSQ MABEL GLACE COCO/LTE CONDICIONADOR
28053619000183,7891008209877,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOC.GAROTO CROCANTE 100G
28053619000183,7891008209877,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOC.GAROTO CROCANTE 100G
6034119000161,7896046703165,BARUERI,SP,CLESS COMERCIO DE COSMETICOS S.A.,HAIR SPRAY FIXADOR CHARMING 200ML NORMAL UNIT
30153506000100,7896000725226,NOVA IGUACU,RJ,NIELY DO BRASIL INDUSTRIAL LTDA,CONDICIONADOR USO DIÁRIO NIELY GOLD 200ML MEGA BRILHO UNIT
24949232000159,7891143012585,SAO PAULO,SP,POLENGHI INDUSTRIAS ALIMENTICIAS LTDA,QUEIJO CREAM CHEESE POLENGHI TRADICIONAL
70940994000101,7891962051055,GUARULHOS,SP,PANDURATA ALIMENTOS LTDA,BOLINHO VISCONTI BRIGADEIRO C/35 GR
52034139000150,7896003706604,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO.MARILAN PIT-STOP CHOCOLATE.BCO
5317992000107,7898902456185,SAO PAULO,SP,SUPLICY CAFES ESPECIAIS S.A.,CAFE SUPLICY CAPSULA C/10
50221019000136,7896052601660,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,CERVEJA GLACIAL GARRAFA
60934551000588,7898409957598,SAO PAULO,SP,AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,MOLHO AGRIDOCE BLUE DRAGON
2097007000107,7895144293080,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,BALAS MENTOS UP2U
1856022000110,7897042010721,UBERABA,MG,MASTER LINE DO BRASIL LTDA,CREME TRATAMENTO SKALA 1KG ÓLEO ARGAN MARROQUINO UNIT
51665073000133,7896286607568,RIBEIRAO PRETO,SP,INDUSTRIA DE PRODUTOS ALIMENTICIOS CORY LTDA,PAO DIMEL CORY
33306929000798,7899026483446,SAO PAULO,SP,PROCOSA PRODUTOS DE BELEZA LTDA,DESODORANTE ROLL-ON BI-O 50ML FEMININO PROTECAO 5 UNIT
9641406000128,7896069574766,NEVES PAULISTA,SP,ROCHA & ROCHA ALIMENTOS LTDA,MOLHO DE PIMENTA CALABRESA
60498706000157,7896036094945,SAO PAULO,SP,CARGILL AGRICOLA S A,POMAROLA ERVAS FINAS CAIXA
7526557000100,7891991008761,SAO PAULO,SP,AMBEV S.A.,"GUARANÁ ANTARCTICA GARRAFA PET 1,5 L"
43461789000190,7896098901236,AMPARO,SP,QUIMICA AMPARO LTDA,LAVA ROUPA PO TIXAN C/2 GTS TIRA MANCHAS
60409075000152,78936713,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG NESTLE GREGO 90G LIGHT TORTA FRUTAS VERM
60409075000152,78936713,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG NESTLE GREGO 90G LIGHT TORTA FRUTAS VERM
60409075000152,7891000107706,SAO PAULO,SP,NESTLE BRASIL LTDA.,CAIXA DE BOMBOM ESPECIALIDADES 300G NESTLE
60409075000152,7891000107706,SAO PAULO,SP,NESTLE BRASIL LTDA.,CAIXA DE BOMBOM ESPECIALIDADES 300G NESTLE
8505736000123,7897664150409,SAO PAULO,SP,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,MINUANO LAVANDA E BAUNILHA 2 L
62546387000133,7896292320291,MATAO,SP,PREDILECTA ALIMENTOS LTDA,DOCE DE LEITE BLOCO PREDILECTA
14998371000119,7896005212905,FORTALEZA,CE,J MACEDO S/A,FARINHA DE TRIGO ESPECIAL DONA BENTA 1KG
60945169001037,7891079000397,IBIUNA,SP,NISSIN FOODS DO BRASIL LTDA,MIOJO NISSIN LEGUMES LIGHT
1394209000140,7897158718467,BRODOWSKI,SP,J.F. INDUSTRIA DE COSMETICOS LTDA,KIT SHAMPOO+CONDICIONADOR G DOURADA OLEO/ARGAN
85720290000109,7896202892023,LAURENTINO,SC,INDUSTRIA E COMERCIO OLIVEIRA LTDA,GOIABADA OLIVEIRA
43816719002402,7898024397090,SAO PAULO,SP,FERRERO DO BRASIL INDUSTRIA DOCEIRA E ALIMENTAR LTDA,OVO KINDER OVO STAR WARS 40G KINDER
22135959000177,7897076020215,LUZ,MG,LUZA INDUSTRIA E COMERCIO DE ALIMENTOS S.A,LEITE COND CAMPOS JORDAO LT 395G
59557124000115,7891035228285,SAO PAULO,SP,RECKITT BENCKISER ( BRASIL ) LTDA.,LIMPADOR VEJA PERF LAV & BEM ESTAR 2L
16867985000197,7896268000165,SERTAOZINHO,SP,BRILHOTEX - INDUSTRIA DE PRODUTOS DE LIMPEZA LTDA,LIMPA INOX BRILHOTEX
61193496000151,7891048050606,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,GELATINA DR.OETKER ABACAXI 20G
7757005000617,7898205923339,LAVRAS,MG,TROP FRUTAS DO BRASIL LTDA,IOGURTE VERDE CAMPO MORANGO DIET 500GR
3040465000164,7898176580722,SAO PAULO,SP,RENK'S INDUSTRIAL LTDA.,"BIO2 HERBAL TEA CHA VERDE E LIMÃO 19,5G"
1615814000101,7891700011006,SAO PAULO,SP,UNILEVER BRASIL INDUSTRIAL LTDA,TEMPERO ARISCO COMPLETO COM PIMENTA 300G
60409075000152,7891000241370,SAO PAULO,SP,NESTLE BRASIL LTDA.,BISC. NESTLE PASSATEMPO RECH LEITE 130G
60409075000152,7891000241370,SAO PAULO,SP,NESTLE BRASIL LTDA.,BISC. NESTLE PASSATEMPO RECH LEITE 130G
7604556000136,7896000530066,RECIFE,PE,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,SUCO MAGUARY LARANJA
7880049000125,7896653707716,FRANCA,SP,FLORMEL INDUSTRIA DE ALIMENTOS LTDA,DOCE FLORMEL 120G BOLINHA DOCE LEITE C/ COCO
52034139000150,7896003702309,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO.MAGIC TOAST
1121175000110,7896245705427,SENADOR CANEDO,GO,CICOPAL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS E HIGIENE PESSOAL LTDA,WAFER MICOS 115G LIMÃO
16849231000104,7896051146407,BELO HORIZONTE,MG,ITAMBE ALIMENTOS S/A,IOGURTE GREGO ITAMBÉ NOLAC
33040122000160,7896024770134,RIO DE JANEIRO,RJ,INDUSTRIA DE PRODUTOS ALIMENTICIOS PIRAQUE S A,BISCOITO PIRAQUE NATUR MACA E CANELA
69957000194,7898152996974,CURITIBA,PR,"PORTO A PORTO COMERCIO, IMPORTACAO E EXPORTACAO LTDA",MACARRÃO PAGANINI LETRINHAS BAMBINI 200GR
46278537000119,7896115700491,OSASCO,SP,PHISALIA PRODUTOS DE BELEZA LTDA,SABONETE LÍQUIDO TRALALA SUAVE
4107020000117,7896079441119,PORTO ALEGRE,RS,SLC ALIMENTOS LTDA,ARROZ NAMORADO PARBOILIZADO 1KG
23643315000152,7891025102700,SAO PAULO,SP,DANONE LTDA,LEITE FERMENTADO ACTIVIA ZERO MORANGO E AMEIXA
588458000103,7897517207212,MONTE ALTO,SP,FUGINI ALIMENTOS LTDA,FUGINI TRADICIONAL PET .
31565104000177,7892840254841,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,BATATA EMA CHIPS CEBOLA SALSA 175G RUFFLES
2340534000192,7896945400035,CUSTODIA,PE,TAMBAU INDUSTRIA ALIMENTICIA LTDA,GOIABADA TAMBAU 300G
13324184000197,7891999014740,SAO PAULO,SP,VIGOR ALIMENTOS S.A,IOG VIGOR GREGO 100G CHOCOLATE BRANCO
61105722000103,7896049508545,SAO PAULO,SP,PERFUMES DANA DO BRASIL S.A.,DESODORANTE EM CREME TABU 55G SEGREDOS UNIT
53512810000193,7896256080308,SAO JOSE DO RIO PRETO,SP,M W A COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,PIMENTA CALABREZA KODILAR
33040122000160,7896024723802,RIO DE JANEIRO,RJ,INDUSTRIA DE PRODUTOS ALIMENTICIOS PIRAQUE S A,BISCOITO PIRAQUE DOCE
17159518000175,7896417204017,CONTAGEM,MG,DOMINGOS COSTA INDUSTRIAS ALIMENTICIAS SA,MACARRÃO VILMA ESPAGUETE 8
13324184000197,7896096013320,SAO PAULO,SP,VIGOR ALIMENTOS S.A,VIGOR MESA TRADICIONAL POTE
56851355000149,7896085869174,SAO BERNARDO DO CAMPO,SP,NAZCA COSMETICOS INDUSTRIA E COMERCIO LTDA,ATIVADOR CACHOS ORIGEM 500ML INTENSO UNIT
79638524001800,7891089044244,CURITIBA,PR,IMPORTADORA DE FRUTAS LA VIOLETERA LTDA,PASSATA DI POMODORI MASTROIANI
12678989000176,7896514701846,PINHEIRO PRETO,SC,VINHOS DUELO LTDA.,CATUABA CATIVA COM ACAI 1L
5804728000190,7898904189227,TERRA ROXA,SP,FABIO CARVALHO DIAS RALSTON,GOIABADA RALSTON 700GR CREMOSA CASCAO
43461789000190,7896098900741,AMPARO,SP,QUIMICA AMPARO LTDA,LAVA ROUPAS EM PÓ TIXAN FLORES BRANCAS 1KG
441885000164,7897173093341,JANDIRA,SP,CASA SUICA INDUSTRIA ALIMENTICIA LTDA,BOLO PREMIUM AMENDOAS CS 270G
51723435000103,7896496917204,OSASCO,SP,MAETERRA PRODUTOS NATURAIS LTDA,SNACK ORG.MAE TERRA 25G TRIBOS TOMATE/MANJERICAO
52034139000150,7896003706994,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO. MARILAN INTEGRAL LEV C/3
62546387000133,7896292304208,MATAO,SP,PREDILECTA ALIMENTOS LTDA,PREDILECTA REFOGADO TRADICIONAL SACHÊ
1773518000120,7898524344365,JANDIRA,SP,DEVINTEX COSMETICOS LTDA,ATIVADOR CACHOS SALON LINE 300ML UMIDIFICANTE UNIT
2279324000489,7891167012103,SAO PAULO,SP,GDC ALIMENTOS S.A,SARDINHA GOM.COSTA OLEO DEF. 125GR
7604556000136,7896005400043,RECIFE,PE,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,SUCO DA FRUTA GOIABA 12X | SUCO DA FRUTA 12/500
33247743000110,7896015591113,RIO DE JANEIRO,RJ,GLAXOSMITHKLINE BRASIL LTDA,ESC DENT SENSODYNE LIMP PROF
441885000164,7897173001254,JANDIRA,SP,CASA SUICA INDUSTRIA ALIMENTICIA LTDA,WICKBOLD CASA SUÍÇA ZERO NOZES 280
1615814000101,7894000000213,SAO PAULO,SP,UNILEVER BRASIL INDUSTRIAL LTDA,CALDO KNOR
59557124000115,7891035080302,SAO PAULO,SP,RECKITT BENCKISER ( BRASIL ) LTDA.,LAVA-ROUPAS ESPECIAIS WOOLITE 450ML PRETA UNIT
21992946000151,7896259412861,LAGOA DA PRATA,MG,EMBARE INDUSTRIAS ALIMENTICIAS S/A,LEITE CAMPONESA INTEGRAL 1000G EMBARÉ
79638524001800,7891089061654,CURITIBA,PR,IMPORTADORA DE FRUTAS LA VIOLETERA LTDA,UVAS PASSAS LA VIOLETERA
5919420000190,7896179501799,PACAJUS,CE,SUCOS DO BRASIL S/A,SUCO JANDAIA GOIABA 1LT
62546387000133,7896292309005,MATAO,SP,PREDILECTA ALIMENTOS LTDA,MOLHO XADREZ PREDILECTA SC
16849231000104,7896051125037,BELO HORIZONTE,MG,ITAMBE ALIMENTOS S/A,BEBIDA LACTEA FRUTAMBE BAUN/AMEIXA
1307936000122,7898099393492,LEME,SP,NEWAGE INDUSTRIA DE BEBIDAS LTDA.,REFRIG XAMEGO 2L LARANJA
21072669000169,7898629570348,BAURU,SP,HARIBO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,MARSHMALLOW HARIBO 250G BARBECUE
62546387000133,7896292306424,MATAO,SP,PREDILECTA ALIMENTOS LTDA,PREDILECTA REFOGADO TRADICIONAL SACHÊ
8505736000123,7897664168220,SAO PAULO,SP,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,SHAMPOO OX VITAMINS COR SUBLIME
13492669000190,7898953990065,SAO PAULO,SP,ESTRELLA DE GALICIA IMPORTACAO E COMERCIALIZACAO DE BEBIDAS E ALIMENTOS LTDA,CERVEJA ESTRELLA GALICIA 350ML
17159518000175,7896417202624,CONTAGEM,MG,DOMINGOS COSTA INDUSTRIAS ALIMENTICIAS SA,NINHO VILMA Nº 3 INTEGRAL
58609751000190,7896573360343,TAUBATE,SP,HIPER MASSAS LTDA,KETCHUP MRS TASTE Z.SODIO/Z.ACUCAR
60945169001037,7891079000427,IBIUNA,SP,NISSIN FOODS DO BRASIL LTDA,TALHARIM BOLONHESA
70940994000101,7891962037424,GUARULHOS,SP,PANDURATA ALIMENTOS LTDA,BISCOITO BAUDUCCO WAFER MINI CHOCOLATE
61070694000128,7896007826476,SAO PAULO,SP,SAKURA NAKAYA ALIMENTOS LTDA,VINAGRE DE ARROZ KENKO
60934551000588,7898409951572,SAO PAULO,SP,AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,ACHOC.OVOMALTINE FLOCOS SACHE 400G
7604556000136,7896000530653,RECIFE,PE,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,SUCO MAGUARY MANGA
46025722000100,7896022200541,SUMARE,SP,PASTIFICIO SELMI SA,PARAFUSO GALO SÊMOLA
46948287000187,7896261401563,CATANDUVA,SP,ENOVA FOODS S.A.,BARRA AGTAL MIXED NATUS ORIGINAL
1551272000142,7898031170457,RECIFE,PE,ASA INDUSTRIA E COMERCIO LTDA,DET PO BEM TE VI 1KG
13324184000197,7891999011435,SAO PAULO,SP,VIGOR ALIMENTOS S.A,"IOGURTE LÍQUIDO MORANGOVIGOR 1,"
13324184000197,7891999011435,SAO PAULO,SP,VIGOR ALIMENTOS S.A,"IOGURTE LÍQUIDO MORANGOVIGOR 1,"
61068276000104,7891037744509,SAO PAULO,SP,UNILEVER BRASIL LTDA.,GEL DENTAL CLOSE UP LIQUIFRESH ICE 100G
60409075000152,7891000024454,SAO PAULO,SP,NESTLE BRASIL LTDA.,NESCAFE DOLCA SCH
60409075000152,7891000024454,SAO PAULO,SP,NESTLE BRASIL LTDA.,NESCAFE DOLCA SCH
2279324000489,7891167011779,SAO PAULO,SP,GDC ALIMENTOS S.A,ATUM RALADO LIGHT
22137853000102,7892940000010,GOIANIA,GO,COTY BRASIL COMERCIO LTDA.,DESODORANTE AEROSOL ADIDAS 150ML FEMININO CONTROL UNIT
1708217000113,7898915949292,PETROPOLIS,RJ,CERVEJARIA CIDADE IMPERIAL PETROPOLIS LTDA,CERVEJA CIDADE IMPERIAL 500ML DUNKEL
1773518000120,7898524347038,JANDIRA,SP,DEVINTEX COSMETICOS LTDA,CREME PARA PENTEAR CACHOS DOS SONHOS 500ML SALON LINE
44242287000131,7896248101073,BARUERI,SP,SIOL ALIMENTOS LTDA,MAIONESE SIOLLE 1KG SACHE
62598586000195,7891032015215,SAO PAULO,SP,ANGELO AURICCHIO COMPANHIA LTDA,TOMATE PELADO OLE INTEIROS
45997418000153,7894900051513,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,REFRIGERANTE FANTA UVA 2 LITROS
14998371000119,7896005218044,FORTALEZA,CE,J MACEDO S/A,GELATINA SOL FRAMBOESA SCH 25G
17177296000202,7896478800074,BELO HORIZONTE,MG,MATE COURO S A,REFRIG MATE COURO ZERO 2L
588458000103,7897517206284,MONTE ALTO,SP,FUGINI ALIMENTOS LTDA,FUGINI EXTRATO SACHÊ
33479445000155,7896050500019,RIO DE JANEIRO,RJ,MANUFATURA PRODUTOS KING LTDA,ÓLEO DE PEROBA KING 200ML
23643315000152,7891025109433,SAO PAULO,SP,DANONE LTDA,ACTIVIA LÍQUIDO AVEIA 180G DANONE
56851355000149,7896085868078,SAO BERNARDO DO CAMPO,SP,NAZCA COSMETICOS INDUSTRIA E COMERCIO LTDA,SHAMPOO ACQUA KIDS TUTTI FRUTTI
4584854000113,7897453201947,SAO LOURENCO,MG,NASCIMENTO & FILHO INDUSTRIA E COMERCIO DE DOCES LTDA,BANANINHA - 117G - CARTUCHO C/ 3 UN. - CX C/ 16 UNIDADES
14998371000119,7896005275382,FORTALEZA,CE,J MACEDO S/A,ESPAGUETINHO DONA BENTA COM OVOS
7526557000100,7891149108466,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
45997418000153,7894900031591,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,"REFRIGERANTE FANTA LARANJA 2,5LT"
17385999000137,7898954360386,SAO PAULO,SP,"W PESQUISA, TECNOLOGIA E INDUSTRIA DE ALIMENTOS EIRELI",SUCO DE MATCHA 1 LITRO LUMINUS
1773518000120,7898524348745,JANDIRA,SP,DEVINTEX COSMETICOS LTDA,CREME PENTEAR S.LINE KIDS 300
