name,cnpj,city,state
FABRICA DE LATICINIOS MONTE AZUL LTDA,28811123000121,BOM JESUS DO ITABAPOANA,RJ
CERVEJARIAS KAISER BRASIL S.A.,19900000000176,JACAREI,SP
INDUSTRIA DE LATICINIOS CARAUBAS LTDA,02793218000176,CAUCAIA,CE
JCS BRASIL ELETRODOMESTICOS S.A.,03106170000143,BALNEARIO DE PICARRAS,SC
CERVEJARIA PETROPOLIS S/A,73410326000160,RIO DE JANEIRO,RJ
FRUTEB S/A,02779781000190,SAO CRISTOVAO,SE
PEG S SUPERMERCADOS LTDA.,18392746000153,CONSELHEIRO PENA,MG
HERO BRASIL S.A.,55630289000114,ITATIBA,SP
"PALADAR INDUSTRIA, COMERCIO E REPRESENTACOES DE PRODUTOS ALIMENTICIOS EIRELI - EM RECUPERACAO JUDICIAL",52239654000176,BARUERI,SP
LIOTECNICA TECNOLOGIA EM ALIMENTOS S.A.,61297784000318,EMBU DAS ARTES,SP
RAIA DROGASIL S/A,61585865032860,BRASILIA,DF
LISATEC-INDUSTRIA E COMERCIO LTDA,00148219000132,SALVADOR,BA
MEMPHIS SA INDUSTRIAL,92697010000146,PORTO ALEGRE,RS
SAVEGNAGO-SUPERMERCADOS LTDA,71322150001301,FRANCA,SP
DICATE DISTRIBUIDORA DE COSMETICOS LTDA,69125052000190,SAO CAETANO DO SUL,SP
JANGA INDUSTRIA E COMERCIO DE MATERIAIS DOMESTICOS LTDA,10690063000170,IGARASSU,PE
TRANS MARCUSSO LTDA,04866094000137,CAMBARA,PR
FRUT S INDUSTRIA E COMERCIO DE GELADOS DE ALAGOAS LTDA,08511719000107,MACEIO,AL
CENTROLAR ELETROMOVEIS LTDA,04018712000512,MATINHOS,PR
SUPERMERCADOS JAU SERVE LTDA,03640467002219,SAO CARLOS,SP
NEUTROCARE INDUSTRIA E COMERCIO DE COSMETICOS EIRELI,26526964000161,VINHEDO,SP
INDUSTRIA ALIMENTICIA BETTI LTDA,19797484000170,ARAPIRACA,AL
DROGARIA FREITAS DE MURIAE LTDA,08242580000135,MURIAE,MG
DROGARIA SAO MATHEUS LTDA,27053425000115,LAJES,RN
FIBRIA CELULOSE S/A,60643228034883,JACAREI,SP
M NERONI EIRELI,00992173000133,SAO JORGE DO PATROCINIO,PR
STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,76727122000146,CAMPO LARGO,PR
SANTA HELENA INDUSTRIA DE ALIMENTOS S/A,45256997000183,RIBEIRAO PRETO,SP
JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA.,54516661003704,SAO JOSE DOS CAMPOS,SP
INDUSTRIA DE PRODUTOS DE LIMPEZA DUPOVO LTDA,41465725000132,MARACANAU,CE
CORADINI ALIMENTOS LTDA,87675518000103,BAGE,RS
PARATI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,82945932000171,SAO LOURENCO DO OESTE,SC
BALAROTI - COMERCIO DE MATERIAIS DE CONSTRUCAO S.A.,77044618004418,CURITIBA,PR
SUPERMERCADO RONDON LTDA,51010502000800,ARACATUBA,SP
COMARROZ INDUSTRIA DE PRODUTOS ALIMENTICIOS EIRELI,06039592000131,CERQUILHO,SP
COOPERATIVA REGIONAL AGROPECUARIA SUL CATARINENSE,86512647000118,TURVO,SC
MAETERRA PRODUTOS NATURAIS LTDA,51723435000103,OSASCO,SP
FINI COMERCIALIZADORA LTDA.,15579674000160,JUNDIAI,SP
L PEDRAS EMPREENDIMENTOS FARMACEUTICOS LTDA,17459195000135,LAGOA DE PEDRAS,RN
WAL MART BRASIL LTDA,00063960005917,SAO JOSE DO RIO PRETO,SP
GOIAS VERDE ALIMENTOS LTDA EM RECUPERACAO JUDICIAL,24866741000118,LUZIANIA,GO
NOVA VICOSA INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO DE AGUARDENTE LTDA,05871813000170,PEDRA AZUL,MG
BUNGE ALIMENTOS S/A,84046101037194,SAO PAULO,SP
VIGOR ALIMENTOS S.A,13324184000197,SAO PAULO,SP
OPUS PRODUTOS DE HIGIENE E DESCARTAVEIS LTDA.,62676002000152,SAO PAULO,SP
QUIMICA AMPARO LTDA,43461789000190,AMPARO,SP
PROCOSA PRODUTOS DE BELEZA LTDA,33306929000798,SAO PAULO,SP
FABIO CARVALHO DIAS RALSTON,05804728000190,TERRA ROXA,SP
DROGARIA E PERFUMARIA CRISTINA LTDA,20498499000116,PIRAPORA,MG
HIKARI INDUSTRIA E COMERCIO LTDA,61155511000177,FERRAZ DE VASCONCELOS,SP
CERVEJARIA BADEN BADEN LTDA.,03431255000105,CAMPOS DO JORDAO,SP
COCAMAR COOPERATIVA AGROINDUSTRIAL,79114450000165,MARINGA,PR
INDUSTRIA & COMERCIO CAFE OURO VERDE LTDA,11701000000135,GARANHUNS,PE
JBS S/A,02916265000160,SAO PAULO,SP
NELSON WENDT CIA LTDA,92215763000178,PELOTAS,RS
LUZA INDUSTRIA E COMERCIO DE ALIMENTOS S.A,22135959000177,LUZ,MG
DANONE LTDA,23643315000152,SAO PAULO,SP
TERMOGEL INDUSTRIA E COMERCIO DE PRODUTOS DE ESTETICA LTDA,01152141000192,SAO PAULO,SP
DROGARIA RINA LTDA,03612425000140,BRASILIA,DF
GUIMARAES INDUSTRIA & COMERCIO LTDA,03116028000187,SANTO ANTONIO DA PATRULHA,RS
CERVEJARIA MANIACS LTDA,17965117000102,CURITIBA,PR
L.M.R. MATERIAIS D ECONSTRUCAO LTDA,10370752000106,NOVO GAMA,GO
SANJO COOPERATIVA AGRICOLA DE SAO JOAQUIM,01587541000120,SAO JOAQUIM,SC
ELETROZEMA S/A,26404731031660,PARAISOPOLIS,MG
DMG - PRODUTOS ALIMENTICIOS LTDA.,07790200000134,TAQUARITINGA,SP
EIC DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS S.A.,05207076000106,GOIANIA,GO
BANAKON HORTIFRUTIGRANJEIROS E TRANSPORTES LTDA,95413175000137,CURITIBA,PR
COASUL COOPERATIVA AGROINDUSTRIAL,79863569003822,SAO JOAO,PR
STEVIA NATUS PRODUTOS NATURAIS LTDA,06010802000169,CAMBIRA,PR
MASTER TELECOM LTDA.,17289913000172,SIQUEIRA CAMPOS,PR
COMPANHIA BRASILEIRA DE DISTRIBUICAO,47508411110504,SAO PAULO,SP
INTERLANDIA LIMITADA,10782639000120,JABOATAO DOS GUARARAPES,PE
BASF SA,48539407001270,CARAZINHO,RS
CERVEJARIA SANTA CATARINA LTDA,08875424000101,FORQUILHINHA,SC
COPRA INDUSTRIA ALIMENTICIA LTDA,02736595000173,MACEIO,AL
SUPERMERCADO HIROTA LTDA,56527062001000,SAO PAULO,SP
GRANDE RIO ALIMENTOS LTDA,30224372000162,NOVA IGUACU,RJ
LEITE FAZENDA BELA VISTA LTDA,55883094000186,TAPIRATIBA,SP
"RAFA PET COMERCIO, IMPORTACAO E EXPORTACAO LTDA",06270940000187,SAO PAULO,SP
"SELETA E BOAZINHA, INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO EIRELI",21824073000259,SALINAS,MG
COPAG DA AMAZONIA S A,04664637000133,MANAUS,AM
GLEDYSON DE NEGREIROS ALBUQUERQUE,09190339000172,SALITRE,CE
HIKAGE PRODUTOS ALIMENTICIOS LTDA,61070686000181,SAO PAULO,SP
INOVAM BRASIL IMPORTACAO E EXPORTACAO LTDA,06344351000104,JI-PARANA,RO
DYNA INDUSTRIA E COMERCIO LTDA.,61354148000119,GUARULHOS,SP
AVENORTE AVICOLA CIANORTE LTDA,01682147000171,CIANORTE,PR
NASCIMENTO & FILHO INDUSTRIA E COMERCIO DE DOCES LTDA,04584854000113,SAO LOURENCO,MG
COMPANHIA BRASILEIRA DE DISTRIBUICAO,47508411108518,SAO PAULO,SP
REFRIX ENVASADORA DE BEBIDAS LTDA,72459878000109,TIETE,SP
ITAZUL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA EIRELI,05116907000134,SIMOES FILHO,BA
DROGARIA BELA FARMA LTDA,14543582000167,MANTENA,MG
"UNICHARM DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA.,",13884068000122,JAGUARIUNA,SP
MILTON ALVES INDUSTRIA E COMERCIO LIMITADA,12363594000184,MACEIO,AL
PADARIA E CONFEITARIA SALTINHENSE LTDA,66767021000145,SALTINHO,SP
QUETZAL CHOCOLATE DE ORIGEM LTDA,24386289000197,RIO DE JANEIRO,RJ
MERCEARIA TIAGO 109 SUPERFRUTI COPACABANA EIRELI,08801788000147,RIO DE JANEIRO,RJ
THEODOROS DARIS & CIA LTDA,61072716000199,SAO PAULO,SP
USINA DE LATICINIOS JUSSARA SA,47964911000100,PATROCINIO PAULISTA,SP
DISTRIBUIDORA AMARAL LTDA,21759758000188,DIVINOPOLIS,MG
PRIMAFER S.A.,87230553000119,ESTEIO,RS
AMAZONAS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,01357555000158,MACEIO,AL
CAMIL ALIMENTOS S.A.,64904295000103,SAO PAULO,SP
DOCEIRA CAMPOS DO JORDAO LTDA. EM RECUPERACAO JUDICIAL,57885220000167,RIBEIRAO PIRES,SP
EMBARE INDUSTRIAS ALIMENTICIAS S/A,21992946000151,LAGOA DA PRATA,MG
COMPANHIA BRASILEIRA DE DISTRIBUICAO,47508411183560,SAO PAULO,SP
ACRILEX TINTAS ESPECIAIS S A,60779014000187,SAO BERNARDO DO CAMPO,SP
M DIAS BRANCO S.A. INDUSTRIA E COMERCIO DE ALIMENTOS,07206816000115,EUSEBIO,CE
CRISTALCOPO DESCARTAVEIS S/A,05316470000182,ICARA,SC
CONFEPAR AGRO-INDUSTRIAL COOPERATIVA,76531581000150,LONDRINA,PR
SUPER GLOBO QUIMICA LTDA,07334368000135,CONTAGEM,MG
"BRASIL INDUSTRIA, COMERCIO E EXPORTACAO DE PRODUTOS ALIMENTICIOS LTDA",26513839000117,CAUCAIA,CE
SUPERMERCADO NOSSA SENHORA APARECIDA EIRELI,28396221000140,BRITANIA,GO
"FALCON DISTRIBUICAO, ARMAZENAMENTO E TRANSPORTES S.A.",23191831000193,GOIANIA,GO
AICA AGROINDUSTRIA COMERCIO DE ALIMENTOS LTDA,01133434000122,MOGI DAS CRUZES,SP
GLICO ALIMENTOS LTDA,46621017000167,OSASCO,SP
PAN PRODUTOS ALIMENTICIOS NACIONAIS S A,59274704000103,SAO CAETANO DO SUL,SP
INDUSTRIAL ALIMENTOS TALISMÃ LTDA,23312500000164,LIMOEIRO DE ANADIA,AL
BRASABOR INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,09584808000138,RIBEIRAO PIRES,SP
J. FRANCO LTDA,62204243000107,SAO JOSE DO RIO PRETO,SP
FRUTOS DA TERRA LTDA.,08355342000136,PELOTAS,RS
JOSAPAR JOAQUIM OLIVEIRA SA PARTICIPACOES,87456562001870,PELOTAS,RS
LATICINIOS OSCAR SALGADO LTDA,29689346000120,TRINDADE,GO
REDEPHARMA DROGARIA EIRELI,20393904000131,CAMPOS DOS GOYTACAZES,RJ
INDUSTRIA ORIENTAL LTDA,03522858000104,ARACAJU,SE
INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,62379037000120,ITATIBA,SP
PAN CHRISTIAN IND E COM DE PRODUTOS ALIMENTICIOS LTDA,02419557000197,SAO PAULO,SP
COLOMBO SUPERMERCADOS LTDA,19737561000104,EUNAPOLIS,BA
ARCOR DO BRASIL LTDA.,54360656000144,RIO DAS PEDRAS,SP
CODAP BRASIL LTDA,04412044000180,SOROCABA,SP
IMPORTADORA DE FRUTAS LA VIOLETERA LTDA,79638524000758,CURITIBA,PR
LATICINIOS PASSA QUATRO LTDA,17567256000188,PASSA QUATRO,MG
GDC ALIMENTOS S.A,02279324000489,SAO PAULO,SP
MONAMA INDUSTRIA E COMERCIO DE ALIMENTOS S.A.,10351654000113,ITUPEVA,SP
INDUSTRIA E COMERCIO DE COSMETICOS G.H.F. LTDA,05552477000101,ABREU E LIMA,PE
INDUSTRIA E COMERCIO XAVANTE EIRELI,08935629000135,BEZERROS,PE
MACIEL + ROCHA LTDA,37577640000179,PARAISO DO TOCANTINS,TO
KO INDUSTRIAL LTDA,05323300000125,SIMOES FILHO,BA
SOIN SOCIEDADE INDUSTRIAL IMPORTACAO E EXPORTACAO LTDA,50590553000110,TABOAO DA SERRA,SP
SIZELY - INDUSTRIA DE CONFECCOES LTDA,72109960000103,ERECHIM,RS
INDUSTRIAS REUNIDAS BONA SORTE LTDA,02365095000172,PALMEIRA DOS INDIOS,AL
AMBROSIO ANTONIO BALDIN,95089397000146,ALVORADA,RS
IRACEMA INDUSTRIA E COMERCIO DE CASTANHAS DE CAJU LTDA,06172378000159,FORTALEZA,CE
ADEGA CASA DE MADEIRA LTDA.,94904133000136,BENTO GONCALVES,RS
M. MONTEIRO SERVICOS ADMINISTRATIVOS LTDA,02428015000180,SAO PAULO,SP
DALL BRASIL S.A. - SOLUCOES EM ALIMENTACAO E SERVICOS DE SUPORTE,01422254001647,CANDEIAS,BA
SUPERMERCADO IQUEGAMI LTDA,01915625001037,CATANDUVA,SP
JAV INDUSTRIA DE ALIMENTOS LTDA,08369748000178,LAGARTO,SE
MAKRO ATACADISTA SOCIEDADE ANONIMA,47427653011907,SAO LUIS,MA
LOJAS RENNER S.A.,92754738019858,SERRA,ES
SEARA ALIMENTOS LTDA,02914460000150,ITAJAI,SC
MARIZA SHIZUKO NISIZAKA,02644468000144,MOGI DAS CRUZES,SP
ALEXANDRE BATISTA CORREA & CIA LTDA,21911839000232,GUAXUPE,MG
LATICINIOS MATINAL LTDA,47081427000125,CATANDUVA,SP
PORTAO DE CAMBUI DOCES E LATICINIOS LTDA,00497383000155,CAMBUI,MG
CERVEJARIA FARRAPOS LTDA,11773339000147,PASSO FUNDO,RS
VINAGRE BELMONT SA,44806784000115,LENCOIS PAULISTA,SP
AZUMA KIRIN INDUSTRIA E COMERCIO DE BEBIDAS E ALIMENTOS LTDA.,61153169000257,CAMPINAS,SP
LACTICINIOS TIROL LTDA,83011247000130,TREZE TILIAS,SC
AMIGOS DO BEM INSTITUICAO NACIONAL CONTRA A FOME E A MISERIA,05108918000172,SAO PAULO,SP
"F.H.O.M. - INDUSTRIA, COMERCIO E EMBALAGENS DE PRODUTOS ALIMENTICIOS LTDA",74575804000155,SAO BERNARDO DO CAMPO,SP
CASTELO ALIMENTOS S/A,07814284000107,JUNDIAI,SP
VIX COMERCIO E SERVICOS EIRELI,15470541000150,VILA VELHA,ES
SOL PANAMBY SPECIALTY COFFEES LTDA.,10678481000223,SAO PAULO,SP
FRANGOS PIONEIRO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,00974731000138,JOAQUIM TAVORA,PR
RESIBRAS INDUSTRIA DE CASTANHAS LTDA,07143431000318,FORTALEZA,CE
CAPPRY S INDUSTRIA DE LATICINIOS LTDA,92322890000176,VIAMAO,RS
SUZANO PAPEL E CELULOSE S.A.,16404287017554,ELESBAO VELOSO,PI
BARBOSA & MARQUES S A,19273747000141,GOVERNADOR VALADARES,MG
FORNO PAULISTA LTDA,03500636000190,BEBEDOURO,SP
MEC COMERCIO IMPORTACAO E EXPORTACAO DE CAFE LTDA,08144235000240,BELO HORIZONTE,MG
LATICINIOS CATUPIRY LTDA,61087367000189,SAO PAULO,SP
NEUZA ELENA SIQUEIRA,05063831000126,UBERABA,MG
AKLA INDUSTRIA DE COSMETICOS LTDA,01470165000190,SERRA,ES
NHA TUCA INDUSTRIA DE ALIMENTOS LTDA,17010965000168,ITU,SP
TELC. TELECOM. EMPREENDIMENTOS LTDA,04841288000188,CUIABA,MT
ENOVA FOODS S.A.,46948287000187,CATANDUVA,SP
OLI MA INDUSTRIA DE ALIMENTOS LTDA,61004958000145,ITAQUAQUECETUBA,SP
COOPERATIVA TRITICOLA SEPEENSE LTDA,97225346000120,SAO SEPE,RS
DROGARIA DROGAFUJI LTDA,11985729000261,BRASILIA,DF
MR COM. ATACADISTA DE ALIMENTOS LTDA,12890875000195,GIRAU DO PONCIANO,AL
KELLOGG BRASIL LTDA.,55002133000199,SAO PAULO,SP
NAZCA COSMETICOS INDUSTRIA E COMERCIO LTDA,56851355000149,SAO BERNARDO DO CAMPO,SP
DROGARIA NAQUE LTDA,04055773000126,NAQUE,MG
YPIOCA INDUSTRIAL DE BEBIDAS S.A,15209980000104,FORTALEZA,CE
INDUSTRIA ALIMENTICIA ALFA LTDA,38875365000132,SAO PAULO,SP
BOMPRECO BAHIA SUPERMERCADOS LTDA,97422620008569,ARACAJU,SE
BR-SUL INDUSTRIA E COMERCIO LTDA,00768848000165,PELOTAS,RS
VALTEMIR MEIRELES DA SILVA & CIA LTDA,10221996000119,GRAVATAI,RS
DROGARIA CARNEIRINHOS LTDA,20774105000105,JOAO MONLEVADE,MG
SUPLICY CAFES ESPECIAIS S.A.,05317992000107,SAO PAULO,SP
VF&V MUNDICOMEX INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,05287946000102,SAO PAULO,SP
HIDRAU TORQUE INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA,44357085000640,SAO PAULO,SP
N S A MINERACAO AGUA D'MINA LTDA,03817198000199,SAO MIGUEL DO PASSA QUATRO,GO
L & A SOLUCOES EM TECNOLOGIAS EDUCACIONAIS LTDA,10826142000166,BRASILIA,DF
CATRICALA E CIA LIMITADA,43235985000732,SAO JOSE DO RIO PRETO,SP
DROGARIA ATLAS DE MURIAE LTDA,26012476000136,MURIAE,MG
MINIMERCADO SCARTEZZINI LTDA,94208642000124,PORTO ALEGRE,RS
NUTRIVITA INDUSTRIA DE ALIMENTOS IMP. E EXPORTACAO LTDA,67766584000181,SAO JOSE DO RIO PARDO,SP
RESERVA DE MINAS INDUSTRIA E COMERCIO LTDA.,02744273000176,MACHADO,MG
ALSACE ALIMENTOS DE EXCELENCIA EIRELI,17294309000134,BLUMENAU,SC
J.F. INDUSTRIA DE COSMETICOS LTDA,01394209000140,BRODOWSKI,SP
VITIVINICOLA GOES LTDA,49559487000136,SAO ROQUE,SP
"COOPERATIVA DOS PROD. DE MEL, INSUMOS E PROD. DA AGRIC. FAMILIAR - COOPEAPIS",08418802000128,PIRANHAS,AL
MASTER LINE DO BRASIL LTDA,01856022000110,UBERABA,MG
URBANO AGROINDUSTRIAL LTDA,84432111000167,JARAGUA DO SUL,SC
AGUAS MINERAIS DO NORDESTE LTDA,05232382000100,MACEIO,AL
FAZENDA SALINAS IND. E COM. DE BEBIDAS LTDA,03218854000137,NOVORIZONTE,MG
MARATA SUCOS DO NORDESTE LTDA.,03822667000168,ESTANCIA,SE
JANUARIO XAVIER DE ARAUJO,03074973000163,TORITAMA,PE
MELITTA DO BRASIL INDUSTRIA E COMERCIO LIMITADA,62000278000116,SAO PAULO,SP
INGREDIENT INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,66133430000190,SAO PAULO,SP
CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,43776517009489,ITATIBA,SP
"INDUSTRIA, COMERCIO E DISTRIBUICAO PRODUTOS DO BRASIL LTDA",26865766000122,PETROLINA DE GOIAS,GO
PARAIPABA AGROINDUSTRIAL LTDA,05492380000142,PARAIPABA,CE
JOSE GERALDO TREDER & CIA LTDA,00852156000109,ORTIGUEIRA,PR
IND E COM DE PRODUTOS ALIMENTICIOS SAO LOURENCO LTDA,17682600000180,SAO LOURENCO,MG
VINICOLA CAMPESTRE LTDA,98521909000190,CAMPESTRE DA SERRA,RS
GLOBALBEV BEBIDAS E ALIMENTOS S.A,04175027000176,BELO HORIZONTE,MG
PITA-BREAD INDUSTRIA DE PANIFICACAO LTDA,62078027000154,ATIBAIA,SP
FARINHAS INTEGRAIS CISBRA LTDA,94669611000170,IJUI,RS
FOOD BRANDS INDUSTRIA DE PRODUTOS ALIMENTICIOS S/A,24353832000150,JUNDIAI,SP
GLOBAL AR COMERCIO DE REFRIGERACAO LTDA,66110404001207,VITORIA,ES
I DON FRANCESCO LATICINIOS LTDA.,09312868000100,VALENCA,RJ
CIA SULAMERICANA DE TABACOS,01301517000183,DUQUE DE CAXIAS,RJ
BIER WEIN DISTRIBUIDORA LTDA,05367102000163,SAO PAULO,SP
ALIMENTOS BOM SABOR COMERCIO EIRELI,15109007000113,SANTA MARIA DO PARA,PA
DROGARIA ROSARIO S/A,00447821004591,GOIANIA,GO
INDUSTRIA DE PANIFICACAO NEWBREAD LTDA,01339808000160,POCOS DE CALDAS,MG
NOBEL FOODS DO BRASIL LTDA,10768623000162,CAJAMAR,SP
PRODUTOS ALIMENTICIOS SUPERBOM INDUSTRIA E COMERCIO LTD,53135232000113,SAO PAULO,SP
FLORENCE INDUSTRIAL E COMERCIAL LTDA,54470430000104,COTIA,SP
CERVEJARIA MALTA LTDA,44367522000100,ASSIS,SP
R R FERRAZ,18548838000180,SANTA LUZIA DO NORTE,AL
WOW NUTRITION INDUSTRIA E COMERCIO S.A - EM RECUPERACAO JUDICIAL,02338823000157,SAO PAULO,SP
COALA ESSENCIAS AROMATICAS LTDA,69328961000126,DOIS CORREGOS,SP
RADHA BRASIL EDICOES E SERVICOS LTDA,00756381000133,RIO DE JANEIRO,RJ
FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,08505736000123,SAO PAULO,SP
TOTAL QUIMICA LIMITADA,68418433000103,EMBU DAS ARTES,SP
NESTLE BRASIL LTDA.,60409075000152,SAO PAULO,SP
CERVEJARIA ZX S.A.,01131570000183,JAGUARIUNA,SP
UNILEVER BRASIL LTDA.,61068276001259,VALINHOS,SP
FUMACENSE ALIMENTOS LTDA,76828201000143,MORRO DA FUMACA,SC
WAL MART BRASIL LTDA,00063960000109,BARUERI,SP
MONJOLO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,10364405000162,FEIRA NOVA,PE
IND E COM DE PROD ALIM CEPERA LTDA,62162243000426,ITAQUAQUECETUBA,SP
COOP DOS TRABALHADORES ASSENT REGIAO PORTO ALEGRE LTDA,01112137000109,ELDORADO DO SUL,RS
SUPERMERCADO CACHOEIRA PAULISTA LTDA,01877858000100,CACHOEIRA PAULISTA,SP
P & L AGROINDUSTRIA DE LATICINIOS LTDA,40568933000102,IBIRAPUA,BA
PRO FORCE MAQUINAS E FERRAMENTAS LTDA,15088025000166,SOROCABA,SP
ARIALDO CELLI,76674910000111,CURITIBA,PR
MOVEIS PONTAROLLO - EIRELI,07083042001669,GUARAPUAVA,PR
TIMBAUBA S.A.,04899037000669,PETROLINA,PE
ASA INDUSTRIA E COMERCIO LTDA,01551272000142,RECIFE,PE
ZD ALIMENTOS S.A,56073307000177,MARILIA,SP
ISPL - INDUSTRIA SULAMERICANA DE PRODUTOS DE LIMPEZA LTDA,01125487000100,MARINGA,PR
REBELA COMERCIAL EXPORTADORA LTDA,69324853000185,SAO PAULO,SP
PRODUTOS ALIMENTICIOS TRIANGULO LTDA,77038735000139,CURITIBA,PR
COMPANHIA BRASILEIRA DE DISTRIBUICAO,47508411113945,FORTALEZA,CE
SENDAS DISTRIBUIDORA S/A,06057223035552,UBERLANDIA,MG
M P FOODS ABATE DE AVES LTDA,21273137000190,CRICIUMA,SC
DADA SUPERMERCADO LTDA,17676214000185,SAO SEBASTIAO DO PARAISO,MG
PASTIFICIO BAHIA LTDA,15221575000101,SALVADOR,BA
DECANA DO BRASIL LTDA,05530728000149,RECIFE,PE
CAFE DEL PLATA COMERCIO DE ALIMENTOS LTDA.,07860546000595,SAO PAULO,SP
PAMPLONA ALIMENTOS S/A,85782878000189,RIO DO SUL,SC
INGLEZA INDUSTRIA DE PRODUTOS DE LIMPEZA E COSMETICOS LTDA.,17245028000353,SANTA LUZIA,MG
INDUSTRIA E COMERCIO DE LATICINIOS MARIA MADALENA DE SOUZA LTDA,26189084000147,OLIVEIRA,MG
BIOCAP INDUSTRIA DE COSMETICOS LTDA,02207934000124,TRINDADE,GO
DUSUL ALIMENTOS LTDA,05771868000109,MANDAGUACU,PR
ADILSON MATORIZEN & CIA LTDA,05282633000153,PAULA FREITAS,PR
OLIVEIRA E CAPELARI LTDA,05594828000139,NOVA XAVANTINA,MT
LIGHTSWEET - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,82015652000164,MARIALVA,PR
TOSHIKO HIROTA MAKATU,08364779000136,BREJO ALEGRE,SP
PINDUCA INDUSTRIA ALIMENTICIA LTDA,75875773000110,ARARUNA,PR
L. R. NORDESTE S/A,03470672000159,NOSSA SENHORA DO SOCORRO,SE
M W A COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,53512810000193,SAO JOSE DO RIO PRETO,SP
MASTERCOM COMERCIAL LTDA,13002559000100,CURITIBA,PR
WMS SUPERMERCADOS DO BRASIL LTDA.,93209765016978,BARRA DO RIBEIRO,RS
NACOM GOYA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,61724241000178,SANTANA DE PARNAIBA,SP
DROGARIA SILVEIRA DE PIRAUBA LTDA,25311710000163,PIRAUBA,MG
WAL MART BRASIL LTDA,00063960026248,JOAO PESSOA,PB
TROIA S/A PRODUTOS DE LIMPEZA,11923281000170,MACEIO,AL
JFM INDUSTRIA E COMERCIO LTDA,02116946000143,FEIRA DE SANTANA,BA
NATUPHITUS INDUSTRIA E COMERCIO DE COSMETICOS LTDA,73697666000114,ALMIRANTE TAMANDARE,PR
MOINHOS UNIDOS BRAZIL MATE S.A,76496702000170,ALMIRANTE TAMANDARE,PR
PERFETTI VAN MELLE BRASIL LTDA.,02097007000107,VINHEDO,SP
FANTE INDUSTRIA DE BEBIDAS LTDA,89967939000133,FLORES DA CUNHA,RS
J MACEDO S/A,14998371000119,FORTALEZA,CE
IRMAOS RAIOLA & CIA. LTDA,61075099000185,SAO PAULO,SP
COOPERATIVA AGRO PECUARIA DE PATROCINIO LTDA,23405160000116,PATROCINIO,MG
INDUSTRIA E COMERCIO DE SABAO GUARANI LTDA,02717529000156,MOSSORO,RN
UNI COMPRA SUPERMERCADOS LTDA,41185455001501,MACEIO,AL
GUILHERME BERNARDES & FILHOS INDUSTRIA COMERCIO E EXPORTADORA DE CAFE LTDA,04922237000180,MONTE SIAO,MG
BIMBO DO BRASIL LTDA,35402759000185,SAO PAULO,SP
CASSIA M. M. TOLEDO,00853238000160,PALESTINA,SP
ADERICO & CORREIA CALÇADOS E ACESSÓRIOS LTDA,22499749000168,ARAPIRACA,AL
WYETH INDUSTRIA FARMACEUTICA LTDA,61072393000133,SAO PAULO,SP
FRANCISCO DE ASSIS COSME,11600491003739,SOBRAL,CE
ZODIAC-PRODUTOS FARMACEUTICOS S.A.,55980684000127,PINDAMONHANGABA,SP
SUPERMERCADO LESTE OESTE LTDA,08540603000198,MACEIO,AL
VINICOLA PERINI LTDA,91319392000101,FARROUPILHA,RS
REAL PRODUTOS DE HIGIENE E LIMPEZA DO BRASIL LTDA,20358374000190,SAO LUIS,MA
INDUSTRIAS REUNIDAS FLAMBOYANT DO BRASIL LTDA,08726429000172,UBERLANDIA,MG
AGROINDUSTRIAL VIEIRA LTDA,16644245000191,ARAPIRACA,AL
ANGLO ALIMENTOS S.A.,55261853000179,SAO PAULO,SP
JACOBS DOUWE EGBERTS BR COMERCIALIZACAO DE CAFES LTDA.,02333707000145,BARUERI,SP
WILL BEBIDAS LTDA,56036312000100,SAO PAULO,SP
ASSOCIACAO DE DESENVOLVIMENTO AGROPECUARIO DO SITIO BOA AGUA,09244002000109,CASCAVEL,CE
COMPANHIA BRASILEIRA DE BEBIDAS PREMIUM,09325874000193,PINDORETAMA,CE
LABORATORIOS PFIZER LTDA,46070868003699,ITAPEVI,SP
