,cnpj,gtin,category
5727,71322150003266,4791549000212,cervejas
5728,47508411113945,7891167036888,massas e molhos
5729,3640467002219,4160014,"bolos, biscoitos e bolachas"
5730,71322150001301,7898925943075,cervejas
5731,1915625001037,78906709,cervejas
5732,41185455000378,7500435020374,cabelo
5733,63960006212,7896052606290,refrigerantes
5734,47508411113945,7622210696632,sucos e refrescos
5735,47508411110687,7891991013239,cervejas
5736,8540603000198,7896010401158,bebidas lácteas
5737,11517841005903,7891991006088,cervejas
5738,41185455000378,7891000259047,leite
5739,6057223035552,7891038009300,limpeza roupas
5740,75315333008002,7896036096079,massas e molhos
5741,63960023575,7898587774314,cabelo
5742,3640467002219,7896022104795,massas e molhos
5743,71322150004408,7898953990096,cervejas
5744,47508411152681,7897953700445,doces e sobremesas
5745,8540603000198,7893000081581,aves congeladas
5746,47508411135833,7896024723567,"bolos, biscoitos e bolachas"
5747,47508411110687,7891035032004,limpeza roupas
5748,13004510024100,7896025519701,cabelo
5749,47508411110687,7896423471656,bomboniere
5750,6057223035552,16049000,cabelo
5751,47508411152681,7891018000020,cafés e chás
5752,71322150003266,7896205752362,massas e molhos
5753,71322150003266,7896052605279,cervejas
5754,47508411135833,7891000060421,"bolos, biscoitos e bolachas"
5755,3720882000905,7891152341317,bomboniere
5756,47508411110687,7898286190651,massas e molhos
5757,47508411113945,7898292889204,bomboniere
5758,51010502000800,7894900151510,refrigerantes
5759,75315333008002,7896036090626,"óleos, azeites e vinagres"
5760,71322150001301,7894900031751,refrigerantes
5761,76430438007184,7896275980436,iogurtes e sobremesas
5762,71322150004408,7896005286524,massas e molhos
5763,47508411137100,7896292321182,massas e molhos
5764,47508411137100,82127800,cafés e chás
5765,71322150004408,5061440583190,cervejas
5766,71322150004408,4896563703719,"bolos, biscoitos e bolachas"
5767,71322150004408,7896045503452,cervejas
5768,6057223035552,7891150057920,cabelo
5769,39346861029909,7622300873455,"bolos, biscoitos e bolachas"
5770,43235985000732,7898126404092,cabelo
5771,3720882000905,7891150049888,dental
5772,47508411137100,7896036094914,massas e molhos
5773,9379531000101,7891149104932,cervejas
5774,63960005917,7891150062412,massas e molhos
5775,71322150001301,1890203220034,"bolos, biscoitos e bolachas"
5776,3720882000905,7891152333084,massas e molhos
5777,47508411110687,7896079513915,massas e molhos
5778,3720882000905,7622300850586,bomboniere
5779,3720882000905,7891035040436,limpeza roupas
5780,47508411110687,7896262304368,bomboniere
5781,71322150004408,7898367980034,cervejas
5782,47508411137100,7898370103550,sucos e refrescos
5783,75315333009246,7891079001004,massas e molhos
5784,75315333009831,7891038127400,limpeza roupas
5785,63960023575,7899026444591,cabelo
5786,1915625001037,7897395040246,cervejas
5787,39346861029909,7896098901083,limpeza roupas
5788,71322150004408,2797079000311,massas e molhos
5789,71322150003266,7891991013024,cervejas
5790,47508411110687,7896353301610,"manteigas, patês e requeijão"
5791,13004510024100,7891991010481,cervejas
5792,71322150003266,8898909676189,"bolos, biscoitos e bolachas"
5793,71322150003266,7896007801404,massas e molhos
5794,47508411110687,7894900051513,refrigerantes
5795,47508411113945,7891152300338,"bolos, biscoitos e bolachas"
5796,47508411110687,7899916900329,sucos e refrescos
5797,71322150004408,7896064203562,"bolos, biscoitos e bolachas"
5798,47508411110687,7896945402169,massas e molhos
5799,71322150003266,7891150062627,massas e molhos
5800,71322150001301,7891000255322,"bolos, biscoitos e bolachas"
5801,63960023575,7891025112174,iogurtes e sobremesas
5802,63960005917,7622300859817,doces e sobremesas
5803,6057223023112,7891024036921,cabelo
5804,71322150003266,7891962036984,"bolos, biscoitos e bolachas"
5805,47508411113945,7892840251949,aperitivos e salgadinhos
5806,6057223035552,7898341430098,sucos e refrescos
5807,32860231000676,7891150018846,cabelo
5808,13004510024100,7891079008058,massas e molhos
5809,41185455000378,7898136970358,aves congeladas
5810,41185455000378,7891300908683,massas e molhos
5811,5154589000368,7896353301191,"manteigas, patês e requeijão"
5812,63960006212,7894900701609,refrigerantes
5813,75315333008274,7894904571956,"manteigas, patês e requeijão"
5814,3640467002219,7896022200305,massas e molhos
5815,43235985000732,891425008050,cabelo
5816,47508411110687,7897469400549,iogurtes e sobremesas
5817,32860231000676,7896016411014,massas e molhos
5818,5154589000368,7896224800693,cafés e chás
5819,1915625001037,6893904680089,refrigerantes
5820,47508411110687,7891025114673,iogurtes e sobremesas
5821,6057223023112,7897972000618,"bolos, biscoitos e bolachas"
5822,47508411134004,7790070228062,"óleos, azeites e vinagres"
5823,39346861029909,7891118013944,bomboniere
5824,47508411113945,7898324140143,"manteigas, patês e requeijão"
5825,39346861026802,7896051127130,iogurtes e sobremesas
5826,32860231000676,7891022856811,limpeza roupas
5827,32860231000676,1440571150091,limpeza roupas
5828,13004510024100,7899026457645,cabelo
5829,71322150001301,7622210956033,bomboniere
5830,71322150004408,896201286479,massas e molhos
5831,75315333009246,5890102502688,massas e molhos
5832,39346861026802,7891150043428,cabelo
5833,71322150001301,896425075880,"bolos, biscoitos e bolachas"
5834,63960023575,7891150041714,cabelo
5835,75315333009246,7896025800892,massas e molhos
5836,47508411134004,7896490290693,sucos e refrescos
5837,71322150004408,7894900061512,refrigerantes
5838,41185455000378,7896102586039,massas e molhos
5839,63960023575,7891149107018,cervejas
5840,39346861026802,7896010174106,cabelo
5841,17676214000185,7896036098288,massas e molhos
5842,13004510024100,1890485703669,higiene infantil
5843,41185455001501,7891010038892,dental
5844,5154589000368,7898657830018,"bolos, biscoitos e bolachas"
5845,75315333008002,7897721411276,massas e molhos
5846,76430438007184,7891079013106,massas e molhos
5847,47508411137100,7892840256449,aperitivos e salgadinhos
5848,5154589000368,7896002109000,destilados
5849,71322150001301,7898933879168,"bolos, biscoitos e bolachas"
5850,41185455001501,7896102507188,massas e molhos
5851,8540603000198,7898286200091,cafés e chás
5852,47508411135833,7896005217474,"bolos, biscoitos e bolachas"
5853,47508411135833,7891000107744,bomboniere
5854,41185455000378,5897425106067,iogurtes e sobremesas
5855,75315333008002,7898416524059,temperos e condimentos
5856,47508411135833,7894900701517,refrigerantes
5857,5154589000368,7896945400097,doces e sobremesas
5858,32860231000676,7896013563068,cabelo
5859,47508411152681,7891018003335,cafés e chás
5860,41185455000378,7897664100053,limpeza roupas
5861,76430438007184,7891025111016,iogurtes e sobremesas
5862,5154589000368,7896005218082,doces e sobremesas
5863,41185455001501,7896154743169,massas e molhos
5864,71322150003266,7891150062382,massas e molhos
5865,47508411113945,7891098010476,cafés e chás
5866,47508411113945,5601055315245,bomboniere
5867,63960023575,7896013562252,cabelo
5868,47508411135833,826485076237,"bolos, biscoitos e bolachas"
5869,6057223035552,7896490290730,sucos e refrescos
5870,41185455001501,7898215152811,leite
5871,47508411135833,7896423470697,bomboniere
5872,63960023575,124591302210,cabelo
5873,6057223023112,894204060010,refrigerantes
5874,75315333009246,3890855800187,massas e molhos
5875,63960005917,7896205744046,massas e molhos
5876,39346861029909,7891999990907,iogurtes e sobremesas
5877,75315333008002,7898954857114,"bolos, biscoitos e bolachas"
5878,47508411113945,7896434920716,bebidas lácteas
5879,1915625001037,7894900681017,refrigerantes
5880,3640467002219,7896998705217,"bolos, biscoitos e bolachas"
5881,47508411113945,7891000071397,leite
5882,6057223035552,5897495010752,sucos e refrescos
5883,41185455001501,7800005081225,dental
5884,47508411152681,3222471055113,conservas e enlatados
5885,32860231000676,7896205752362,massas e molhos
5886,47508411113945,7891079011515,massas e molhos
5887,13004510024100,7896495000051,limpeza casa
5888,41185455001501,7891152223149,massas e molhos
5889,6057223035552,7891024161814,cabelo
5890,71322150003266,7891150058743,cervejas
5891,47508411110687,78905498,cervejas
5892,71322150003266,7896036091326,cervejas
5893,63960005917,1898202051406,"bolos, biscoitos e bolachas"
5894,47508411110687,7895000473564,limpeza roupas
5895,75315333008002,7891095154104,temperos e condimentos
5896,3720882000905,7891000014486,iogurtes e sobremesas
5897,8540603000198,7896085393471,leite
5898,63960005917,7898409951701,"bolos, biscoitos e bolachas"
5899,6057223023112,7896085052163,"bolos, biscoitos e bolachas"
5900,71322150001301,7896006716464,"bolos, biscoitos e bolachas"
5901,47508411110687,7896005286579,massas e molhos
5902,71322150003266,7896205744022,cervejas
5903,63960023575,7500435125451,cabelo
5904,47508411134004,78912939,refrigerantes
5905,32860231000676,828104491162,arroz
5906,47508411152681,7896003703238,"bolos, biscoitos e bolachas"
5907,63960023575,7896292309555,massas e molhos
5908,47508411135833,7896317105179,refrigerantes
5909,5154589000368,7896005213018,massas e molhos
5910,75315333009246,7896036097458,massas e molhos
5911,47508411134004,7891091017021,cafés e chás
5912,3720882000905,8002226000002,"manteigas, patês e requeijão"
5913,75315333008002,7898080662330,destilados
5914,6057223035552,78924338,desodorantes
5915,75315333009831,7891000244449,bebidas lácteas
5916,41185455000378,7891024026137,cabelo
5917,39346861029909,7894900011753,refrigerantes
5918,47508411134004,7894321821108,conservas e enlatados
5919,47508411152681,7896348300031,cafés e chás
5920,13004510024100,7896025525146,cabelo
5921,8540603000198,7898403781465,bebidas lácteas
5922,47508411113945,7891150049772,limpeza roupas
5923,76430438007184,7896003700992,"bolos, biscoitos e bolachas"
5924,47508411113945,7892840253141,aperitivos e salgadinhos
5925,76430438007184,5410228234098,cervejas
5926,3720882000905,7896445470095,sucos e refrescos
5927,76430438007184,7898940264049,cervejas
5928,32860231000676,7891025109594,iogurtes e sobremesas
5929,8540603000198,7891000065440,doces e sobremesas
5930,47508411152681,7896016601408,doces e sobremesas
5931,32860231000676,7896000722737,cabelo
5932,32860231000676,7891150049628,cabelo
5933,47508411113945,7896089088380,cafés e chás
5934,41185455000378,7893000081581,aves congeladas
5935,71322150004408,6898019000470,massas e molhos
5936,47508411152681,7898951704237,doces e sobremesas
5937,47508411110687,7891150053915,limpeza roupas
5938,47508411110687,7896179501102,sucos e refrescos
5939,76430438007184,7898557010275,"bolos, biscoitos e bolachas"
5940,41185455000378,8891041051272,limpeza roupas
5941,47508411113945,7896085076497,"bolos, biscoitos e bolachas"
5942,3640467002219,824904011609,refrigerantes
5943,41185455001501,7896051126072,bebidas lácteas
5944,47508411110687,7896260700513,"manteigas, patês e requeijão"
5945,39346861029909,7891999011404,iogurtes e sobremesas
5946,71322150001301,7898367983615,cervejas
5947,43235985000732,5890263500035,refrigerantes
5948,41185455001501,7892840143527,aperitivos e salgadinhos
5949,71322150004408,7891991014762,cervejas
5950,47508411152681,8422243012053,conservas e enlatados
5951,47508411134004,7896037913719,sucos e refrescos
5952,3720882000905,70177197230,cafés e chás
5953,39346861029909,7622210700377,"bolos, biscoitos e bolachas"
5954,1915625001037,7892840812577,refrigerantes
5955,47508411110687,7896030518454,"manteigas, patês e requeijão"
5956,39346861026802,7891010610210,corpo
5957,41185455001501,7896051128007,bebidas lácteas
5958,41185455001501,7899970400308,bomboniere
5959,43235985000732,6893904093056,refrigerantes
5960,63960005917,7896775101676,doces e sobremesas
5961,76430438007184,78912298,iogurtes e sobremesas
5962,13004510024100,7896292302679,massas e molhos
5963,47508411113945,38000850998,aperitivos e salgadinhos
5964,47508411113945,7896010004007,destilados
5965,75315333009246,1820045800088,massas e molhos
5966,47508411135833,7896317100617,refrigerantes
5967,63960006212,7891025115274,refrigerantes
5968,47508411134004,7897517209001,conservas e enlatados
5969,71322150003266,4898272200077,massas e molhos
5970,17676214000185,7896417204420,massas e molhos
5971,47508411110687,7891000113608,bomboniere
5972,41185455000378,7891965611829,cafés e chás
5973,47508411134004,7891021006071,cafés e chás
5974,5154589000368,7896005206539,massas e molhos
5975,75315333007111,7500435128742,cabelo
5976,8540603000198,826011300225,leite
5977,71322150001301,7891149101528,cervejas
5978,3720882000905,7896000595966,sucos e refrescos
5979,75315333008002,7898948451069,arroz
5980,75315333007111,7891024158609,cabelo
5981,47508411134004,7898943163172,conservas e enlatados
5982,47508411135833,78910942,refrigerantes
5983,63960023575,7897395011123,cervejas
5984,21911839000232,7896002361026,"bolos, biscoitos e bolachas"
5985,71322150003266,7891079001004,cervejas
5986,47508411135833,7506174500207,bomboniere
5987,71322150001301,7896079820037,bomboniere
5988,47508411113945,7805000312251,cafés e chás
5989,6057223023112,7896003703054,"bolos, biscoitos e bolachas"
5990,63960005917,7896196059044,massas e molhos
5991,47508411137100,7506195132043,dental
5992,6057223035552,7896098900109,limpeza roupas
5993,76430438007184,7792798007158,cervejas
5994,47508411152681,7891910030279,doces e sobremesas
5995,32860231000676,7896000725271,cabelo
5996,8540603000198,7896259412878,leite
5997,63960023575,7891150030640,massas e molhos
5998,8540603000198,7891150052543,cabelo
5999,47508411137100,7896213003203,bomboniere
6000,71322150003266,7622210653185,"bolos, biscoitos e bolachas"
6001,71322150003266,7891149040308,cervejas
6002,6057223023112,7891150041646,cabelo
6003,3720882000905,7894900060010,refrigerantes
6004,3640467002219,7896045504541,cervejas
6005,32860231000676,7891150042278,cabelo
6006,41185455001501,7898152990163,massas e molhos
6007,71322150004408,7891168100069,"bolos, biscoitos e bolachas"
6008,75315333007111,7891150007406,cabelo
6009,13004510024100,7896094905627,higiene infantil
6010,71322150004408,7896022232603,massas e molhos
6011,63960006212,7891149108466,cervejas
6012,3720882000905,7898557010084,aperitivos e salgadinhos
6013,71322150004408,7896022200152,massas e molhos
6014,3720882000905,7891035040702,limpeza roupas
6015,71322150001301,7496192205232,"bolos, biscoitos e bolachas"
6016,47508411110687,7891022849332,limpeza roupas
6017,13004510024100,7891738021008,limpeza roupas
6018,71322150004408,7896003706536,"bolos, biscoitos e bolachas"
6019,63960006212,7896045512317,cervejas
6020,5154589000368,7896013101055,"óleos, azeites e vinagres"
6021,47508411113945,7892840255046,aperitivos e salgadinhos
6022,21911839000232,7896024723802,"bolos, biscoitos e bolachas"
6023,3720882000905,7898367980041,cervejas
6024,71322150001301,18911497,cervejas
6025,76430438007184,7891000049891,massas e molhos
6026,13004510024100,7891150054530,cabelo
6027,3720882000905,7891700206938,massas e molhos
6028,63960005917,7891737825423,"bolos, biscoitos e bolachas"
6029,47508411134004,7898366930641,conservas e enlatados
6030,63960005917,8005121000146,massas e molhos
6031,71322150001301,7891150059429,"bolos, biscoitos e bolachas"
6032,39346861029909,8891075118958,iogurtes e sobremesas
6033,63960005917,7896183210106,doces e sobremesas
6034,76430438007184,7891079013038,massas e molhos
6035,71322150003266,7891132008421,massas e molhos
6036,63960005917,7892840268343,"bolos, biscoitos e bolachas"
6037,41185455001501,7891025021117,bebidas lácteas
6038,3640467002219,8076802085981,massas e molhos
6039,6057223023112,7896025803114,massas e molhos
6040,47508411134004,7896005801819,cafés e chás
6041,47508411113945,7891025103080,iogurtes e sobremesas
6042,47508411137100,7895000452026,sucos e refrescos
6043,9535928000730,7894900011715,refrigerantes
6044,71322150003266,7896205774203,massas e molhos
6045,3720882000905,7891025109396,iogurtes e sobremesas
6046,39346861029909,7891000041178,iogurtes e sobremesas
6047,75315333009831,7891091066067,doces e sobremesas
6048,71322150001301,7891962003894,"bolos, biscoitos e bolachas"
6049,71322150001301,7899970400056,bomboniere
6050,75315333008002,7896036090619,"óleos, azeites e vinagres"
6051,6057223035552,7894000047584,sucos e refrescos
6052,41185455000378,7891025109693,iogurtes e sobremesas
6053,13004510024100,7891991000796,cervejas
6054,75315333008274,7896339900127,"manteigas, patês e requeijão"
6055,71322150003266,7896022203115,cervejas
6056,75315333008002,7891152300338,"bolos, biscoitos e bolachas"
6057,63960023575,7891000582305,massas e molhos
6058,47508411152681,7891048047118,doces e sobremesas
6059,39346861026802,7896051128014,iogurtes e sobremesas
6060,71322150001301,5897400089798,"bolos, biscoitos e bolachas"
6061,43235985000732,7896115702686,cabelo
6062,43235985000732,7894900011593,refrigerantes
6063,39346861026802,7891150055698,cabelo
6064,71322150001301,5890445504837,cervejas
6065,71322150003266,6890021203191,"bolos, biscoitos e bolachas"
6066,47508411137100,7892840254643,aperitivos e salgadinhos
6067,47508411113945,7891097000072,iogurtes e sobremesas
6068,71322150004408,7891079012970,massas e molhos
6069,63960006212,7898295301413,cervejas
6070,17676214000185,7896417204772,massas e molhos
6071,3640467002219,7896066304359,"bolos, biscoitos e bolachas"
6072,13004510024100,7891149106455,cervejas
6073,47508411135833,7895000453245,iogurtes e sobremesas
6074,39346861029909,7896003703214,"bolos, biscoitos e bolachas"
6075,76430438007184,7898230710508,cervejas
6076,71322150004408,7896003702385,"bolos, biscoitos e bolachas"
6077,71322150003266,8005110513053,massas e molhos
6078,41185455001501,38000849763,aperitivos e salgadinhos
6079,6057223035552,7894900618815,sucos e refrescos
6080,47508411110687,7622300989316,bomboniere
6081,41185455000378,7896051128052,bebidas lácteas
6082,32860231000676,7896005206539,massas e molhos
6083,75315333009246,7894900030396,refrigerantes
6084,3720882000905,78911314,cervejas
6085,17676214000185,7896036095065,massas e molhos
6086,47508411113945,7896260700537,"manteigas, patês e requeijão"
6087,71322150003266,7891962048208,"bolos, biscoitos e bolachas"
6088,63960005917,1780001311198,"bolos, biscoitos e bolachas"
6089,71322150004408,8004690612804,massas e molhos
6090,8540603000198,7891097086311,iogurtes e sobremesas
6091,3720882000905,7891152223491,massas e molhos
6092,6057223035552,7898341430142,sucos e refrescos
6093,75315333009246,7896437900012,refrigerantes
6094,63960023575,7791293004976,cabelo
6095,39346861029909,7896058254129,"bolos, biscoitos e bolachas"
6096,41185455000378,7506339396126,limpeza roupas
6097,39346861026802,7896791902783,iogurtes e sobremesas
6098,8540603000198,7896012300916,arroz
6099,47508411137100,7891152300512,"bolos, biscoitos e bolachas"
6100,3720882000905,7891991001359,refrigerantes
6101,41185455001501,5897989028973,cafés e chás
6102,13004510024100,8076809531160,massas e molhos
6103,76430438007184,6898079000441,massas e molhos
6104,13004510024100,7891150040960,limpeza roupas
6105,6057223023112,7891965516919,massas e molhos
6106,47508411113945,7896039030360,aperitivos e salgadinhos
6107,3720882000905,7891965120215,farinhas
6108,6057223035552,7898027656583,sucos e refrescos
6109,39346861026802,78905351,cervejas
6110,39346861029909,7896791902264,iogurtes e sobremesas
6111,1915625001037,7897395011123,cervejas
6112,75315333008274,7896005800157,cafés e chás
6113,41185455000378,7891150056565,cabelo
6114,47508411137100,7896022200664,massas e molhos
6115,13004510024100,7891182999151,cabelo
6116,47508411135833,7891999014467,iogurtes e sobremesas
6117,75315333008002,7896025802780,massas e molhos
6118,71322150003266,7622300837389,"bolos, biscoitos e bolachas"
6119,13004510024100,9008050009999,massas e molhos
6120,47508411137100,7891097000089,iogurtes e sobremesas
6121,75315333008002,7892840267940,"bolos, biscoitos e bolachas"
6122,47508411152681,3222472572954,doces e sobremesas
6123,75315333009246,7898956768012,massas e molhos
6124,47508411137100,8076802085981,massas e molhos
6125,75315333008002,7896292313835,massas e molhos
6126,39346861029909,7896336803490,cervejas
6127,47508411110687,7891150057265,limpeza roupas
6128,6057223023112,7891000155905,doces e sobremesas
6129,43235985000732,7891150055629,cabelo
6130,71322150001301,5595954933450,"bolos, biscoitos e bolachas"
6131,63960005917,1899445301242,doces e sobremesas
6132,6057223023112,7898468519997,cabelo
6133,63960023575,7891300085599,massas e molhos
6134,75315333009831,7891754800939,doces e sobremesas
6135,43235985000732,7891150037519,cabelo
6136,75315333007111,7891350028881,cabelo
6137,47508411137100,7891097010828,iogurtes e sobremesas
6138,13004510024100,7891150001596,limpeza roupas
6139,43235985000732,7898126407031,cabelo
6140,47508411152681,7891048044469,doces e sobremesas
6141,13004510024100,7891010247324,higiene infantil
6142,63960023575,7898951850101,massas e molhos
6143,71322150004408,8891901057406,"bolos, biscoitos e bolachas"
6144,71322150003266,9290209572700,massas e molhos
6145,75315333008002,7898960482218,cafés e chás
6146,47508411134004,7891991001342,refrigerantes
6147,71322150001301,7896058252279,"bolos, biscoitos e bolachas"
6148,17676214000185,7892840802714,refrigerantes
6149,47508411134004,7896423411010,bomboniere
6150,41185455000378,7897064810507,bomboniere
6151,76430438007184,7891048061800,"bolos, biscoitos e bolachas"
6152,71322150004408,8761300400090,"bolos, biscoitos e bolachas"
6153,63960006212,7894900014211,refrigerantes
6154,21911839000232,7896058256284,"bolos, biscoitos e bolachas"
6155,76430438007184,7896036094983,massas e molhos
6156,75315333009246,896091313781,massas e molhos
6157,75315333008002,7896510100285,iogurtes e sobremesas
6158,75315333008002,7896264601793,"bolos, biscoitos e bolachas"
6159,71322150003266,7622210880062,"bolos, biscoitos e bolachas"
6160,5154589000368,7896205752362,massas e molhos
6161,71322150004408,7896193800007,massas e molhos
6162,47508411137100,6970990210151,aperitivos e salgadinhos
6163,3720882000905,7896490288775,farinhas
6164,63960023575,7896292303003,massas e molhos
6165,71322150004408,7896763621018,massas e molhos
6166,63960023575,7891150039957,cabelo
6167,47508411137100,824904911510,refrigerantes
6168,5154589000368,7896087200272,destilados
6169,41185455000378,7893000079311,"manteigas, patês e requeijão"
6170,41185455000378,7891025115687,iogurtes e sobremesas
6171,6057223023112,7896096013320,massas e molhos
6172,3720882000905,7891010959296,dental
6173,63960023575,7891156001040,iogurtes e sobremesas
6174,39346861029909,1825144800700,limpeza roupas
6175,32860231000676,78989177,limpeza roupas
6176,47508411152681,7498904589012,doces e sobremesas
6177,75315333008002,7891025105435,iogurtes e sobremesas
6178,47508411113945,7895000446797,"manteigas, patês e requeijão"
6179,41185455000378,7899706130424,cabelo
6180,39346861029909,7892840812850,refrigerantes
6181,47508411134004,7898366930634,conservas e enlatados
6182,47508411110687,7896336003708,aperitivos e salgadinhos
6183,47508411135833,7891000258453,bomboniere
6184,63960005917,5228550500091,"bolos, biscoitos e bolachas"
6185,41185455000378,7894692301001,massas e molhos
6186,3720882000905,7898403780727,iogurtes e sobremesas
6187,47508411152681,7895000361113,cafés e chás
6188,8540603000198,7898387120083,"manteigas, patês e requeijão"
6189,76430438007184,7891118013869,bomboniere
6190,75315333009831,7896108300226,"óleos, azeites e vinagres"
6191,76430438007184,7891025109631,iogurtes e sobremesas
6192,1915625001037,7892840813031,refrigerantes
6193,39346861026802,7891150053953,cabelo
6194,41185455000378,7896013106364,limpeza roupas
6195,39346861029909,7622210936707,bomboniere
6196,41185455000378,7898205923919,iogurtes e sobremesas
6197,41185455001501,8896091393365,leite
6198,76430438007184,7896102502671,massas e molhos
6199,39346861029909,7896003703252,"bolos, biscoitos e bolachas"
6200,47508411137100,7894900701715,refrigerantes
6201,39346861029909,892099888269,bomboniere
6202,47508411113945,7891151036764,bomboniere
6203,47508411113945,7891098038722,cafés e chás
6204,5154589000368,7896094906020,cafés e chás
6205,5154589000368,7896087200074,destilados
6206,75315333008002,7896510100094,leite
6207,6057223035552,7891010588847,desodorantes
6208,1915625001037,7896263500011,refrigerantes
6209,75315333009831,7896068423072,doces e sobremesas
6210,47508411113945,7891125000081,destilados
6211,71322150004408,7622300741136,"bolos, biscoitos e bolachas"
6212,63960005917,7894321228822,"bolos, biscoitos e bolachas"
6213,76430438007184,7896051128298,iogurtes e sobremesas
6214,5154589000368,7897443400015,cafés e chás
6215,3720882000905,7891149104468,cervejas
6216,32860231000676,7898286191153,massas e molhos
6217,5154589000368,7891025109594,iogurtes e sobremesas
6218,75315333008002,7891025700258,iogurtes e sobremesas
6219,3720882000905,7891150039254,sucos e refrescos
6220,39346861026802,7897395040390,cervejas
6221,3720882000905,7891000306703,cafés e chás
6222,39346861029909,7891025112389,iogurtes e sobremesas
6223,63960005917,1290464400136,doces e sobremesas
6224,9535928000730,7896263501469,refrigerantes
6225,47508411113945,7891152300956,"bolos, biscoitos e bolachas"
6226,6057223035552,7898919411962,cabelo
6227,32860231000676,7896292304215,massas e molhos
6228,75315333008274,7891018000341,cafés e chás
6229,47508411134004,7891091016109,cafés e chás
6230,13004510024100,7891150055179,cabelo
6231,3640467002219,7896763621001,massas e molhos
6232,47508411135833,7896085076459,"bolos, biscoitos e bolachas"
6233,9379531000101,7896021300440,massas e molhos
6234,75315333009831,7891962054544,"bolos, biscoitos e bolachas"
6235,47508411135833,78939363,bomboniere
6236,17676214000185,4896415076473,"bolos, biscoitos e bolachas"
6237,75315333009246,7897721410002,massas e molhos
6238,6057223023112,7898905153630,massas e molhos
6239,39346861029909,7898925943020,cervejas
6240,6057223035552,7896018700307,cabelo
6241,41185455001501,7891035285288,limpeza casa
6242,76430438007184,7896102504088,massas e molhos
6243,76430438007184,7898142861824,bomboniere
6244,3720882000905,7891156003068,iogurtes e sobremesas
6245,47508411135833,7898115900192,pães e bolos industrializados
6246,63960023575,7896022202101,massas e molhos
6247,47508411134004,7891149102709,refrigerantes
6248,71322150003266,7898230710102,cervejas
6249,6057223023112,7897042004881,cabelo
6250,6057223035552,6500339393292,desodorantes
6251,17676214000185,7891149105588,cervejas
6252,3720882000905,7891150055759,dental
6253,63960006212,78905320,cervejas
6254,63960023575,7897395020644,cervejas
6255,75315333008274,7896096000849,"manteigas, patês e requeijão"
6256,3640467002219,7622300990701,"bolos, biscoitos e bolachas"
6257,6057223023112,7891962053738,"bolos, biscoitos e bolachas"
6258,47508411110687,7898403780727,iogurtes e sobremesas
6259,63960006212,7898230715107,cervejas
6260,47508411110687,7891150063471,limpeza roupas
6261,47508411152681,7896202892023,doces e sobremesas
6262,47508411110687,7896000594044,sucos e refrescos
6263,41185455000378,7891150041349,bebidas lácteas
6264,47508411135833,7296377105025,refrigerantes
6265,76430438007184,7896262304306,bomboniere
6266,39346861026802,7896045504831,cervejas
6267,6057223023112,7896079840059,"bolos, biscoitos e bolachas"
6268,5154589000368,7891048050620,doces e sobremesas
6269,41185455001501,873322000054,aperitivos e salgadinhos
6270,17676214000185,7896024721358,"bolos, biscoitos e bolachas"
6271,71322150001301,8897381080286,cervejas
6272,39346861029909,7898303141116,refrigerantes
6273,47508411137100,38000850974,aperitivos e salgadinhos
6274,6057223023112,7896028700939,massas e molhos
6275,63960023575,7891149201006,cervejas
6276,71322150001301,7891008240788,bomboniere
6277,71322150003266,7896003701456,"bolos, biscoitos e bolachas"
6278,63960006212,7898950338419,refrigerantes
6279,13004510024100,7891035800245,limpeza casa
6280,63960005917,896429200721,massas e molhos
6281,17676214000185,7896085075568,"bolos, biscoitos e bolachas"
6282,21911839000232,7894900093001,refrigerantes
6283,8540603000198,5897400104651,iogurtes e sobremesas
6284,75315333008002,7897664100039,limpeza roupas
6285,3720882000905,40232728570,cervejas
6286,3720882000905,7891991013321,cervejas
6287,6057223023112,7891962054100,"bolos, biscoitos e bolachas"
6288,3720882000905,7891965127160,farinhas
6289,32860231000676,7891000245163,iogurtes e sobremesas
6290,75315333008002,7896071003162,"bolos, biscoitos e bolachas"
6291,1915625001037,7894900151510,refrigerantes
6292,6057223035552,7500435128407,cabelo
6293,3720882000905,7891268400076,dental
6294,47508411110687,7898366930511,sucos e refrescos
6295,11517841005903,7899389702154,cervejas
6296,6057223035552,7500435128957,cabelo
6297,76430438007184,7891048070109,"bolos, biscoitos e bolachas"
6298,47508411110687,7895000339266,limpeza roupas
6299,47508411152681,7895000371501,doces e sobremesas
6300,39346861026802,7891150031746,cabelo
6301,71322150003266,9430462667090,conservas e enlatados
6302,6057223023112,7896283006524,"bolos, biscoitos e bolachas"
6303,47508411110687,7891999011435,iogurtes e sobremesas
6304,71322150001301,7898276570098,"bolos, biscoitos e bolachas"
6305,76430438007184,7891991009126,cervejas
6306,63960005917,7622210661609,"bolos, biscoitos e bolachas"
6307,43235985000732,7891024029800,cabelo
6308,5154589000368,7896213000615,"bolos, biscoitos e bolachas"
6309,71322150004408,7891991010153,cervejas
6310,39346861026802,5898250029606,cabelo
6311,71322150004408,7897516700028,refrigerantes
6312,13004510024100,7891079013076,massas e molhos
6313,39346861029909,7622300991456,bomboniere
6314,71322150001301,5400265020372,bomboniere
6315,76430438007184,7898952179041,cervejas
6316,3720882000905,70177197155,cafés e chás
6317,63960023575,7896279114905,cabelo
6318,3640467002219,7898963741091,refrigerantes
6319,71322150003266,7896036000298,massas e molhos
